team,region,matchType,Baron,Dra,Turts,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,Baron_per_game,Dra_per_game,Turts_per_game,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
AL,CN,2019 LPL 春季赛,17,56,131,353,478,842,33590,1840977,1788592.0,2865344.0,33,9,1055.5,24,0.2727,0.52,1.7,3.97,10.7,14.48,25.52,31.82,1744.18,54199.76,86828.61,2.5
ORD,AU,2021 LCO 夏季赛,20,63,178,396,381,906,27815,1566818,1735108.0,2353629.0,27,15,874.7,12,0.5556,0.74,2.33,6.59,14.67,14.11,33.56,31.8,1791.26,64263.26,87171.44,3.417
TT,CN,2020 LPL 夏季赛,12,76,148,368,614,860,36252,1959611,2048121.0,3341418.0,36,6,1160.9,30,0.1667,0.33,2.11,4.11,10.22,17.06,23.89,31.23,1688.01,56892.25,92817.17,2.0
FPX,CN,2023 德玛西亚杯,3,13,24,71,78,172,4047,238093,315359.3,435443.7,4,2,127.5,2,0.5,0.75,3.25,6.0,17.75,19.5,43.0,31.74,1867.4,78839.83,108860.93,3.115
MSC,CN,德玛西亚杯长沙站,3,4,16,49,44,126,3303,194952,259970.0,326464.0,3,1,109.2,2,0.3333,1.0,1.33,5.33,16.33,14.67,42.0,30.25,1785.27,86656.67,108821.33,3.977
P1,US,2017 LCS 北美春季赛,37,89,286,603,508,1438,46277,2752131,3292037.0,4392053.0,42,26,1532.8,16,0.619,0.88,2.12,6.81,14.36,12.1,34.24,30.19,1795.49,78381.83,104572.69,4.018
WEA,CN,2019 LDL 春季赛,27,89,238,450,475,1023,40213,2219694,2150367.0,3176411.0,40,22,1243.3,18,0.55,0.68,2.23,5.95,11.25,11.88,25.58,32.34,1785.32,53759.18,79410.28,3.101
VKE,VN,2019 MSI 季中冠军赛,4,18,42,124,173,265,10159,544309,521252.0,918291.0,10,2,310.5,8,0.2,0.4,1.8,4.2,12.4,17.3,26.5,32.72,1753.01,52125.2,91829.1,2.249
T1,KR,2018 LCK S8资格赛,1,7,18,32,35,79,5592,263538,237850.0,365112.0,5,2,157.8,3,0.4,0.2,1.4,3.6,6.4,7.0,15.8,35.44,1670.08,47570.0,73022.4,3.171
GG,US,2020 LCS 夏季赛,19,88,169,300,329,730,34355,1791440,1988586.0,2652876.0,29,14,1027.8,15,0.4828,0.66,3.03,5.83,10.34,11.34,25.17,33.43,1742.99,68571.93,91478.48,3.131
IG,CN,2018 S8全球总决赛,12,39,144,287,170,659,18923,1045191,1159522.0,1403502.0,18,14,541.6,4,0.7778,0.67,2.17,8.0,15.94,9.44,36.61,34.94,1929.82,64417.89,77972.33,5.565
WBG,CN,2019NEST全国电子竞技大赛,2,8,29,86,64,208,4004,255096,306901.0,413076.0,5,3,137.3,2,0.6,0.4,1.6,5.8,17.2,12.8,41.6,29.16,1857.95,61380.2,82615.2,4.594
WE,CN,2024LPL夏季赛,16,52,153,313,415,751,32532,1705576,2160843.9,3229437.9,29,11,952.0,18,0.3793,0.55,1.79,5.28,10.79,14.31,25.9,34.17,1791.57,74511.86,111359.93,2.564
XTN,MX,2021 LLA 开幕赛,9,28,81,220,250,506,14503,819231,870030.0,1308317.0,15,7,475.3,8,0.4667,0.6,1.87,5.4,14.67,16.67,33.73,30.51,1723.61,58002.0,87221.13,2.904
VTG,CN,2020 LDL 春季赛,10,22,52,132,216,268,11461,637012,718204.0,1062896.0,12,3,370.8,9,0.25,0.83,1.83,4.33,11.0,18.0,22.33,30.91,1717.94,59850.33,88574.67,1.852
TESC,CN,2021 LDL 夏季赛,31,103,302,700,400,1701,37188,2202749,2503434.3,3223584.7,40,32,1171.1,8,0.8,0.78,2.58,7.55,17.5,10.0,42.53,31.75,1880.92,62585.86,80589.62,6.003
LNG,CN,2024LPL夏季赛,37,107,284,567,508,1406,49886,2694853,3578991.4,4889594.9,44,24,1442.1,20,0.5455,0.84,2.43,6.45,12.89,11.55,31.95,34.59,1868.7,81340.71,111127.16,3.884
VRG,CN,2018 LDL 夏季赛,24,63,191,447,491,1009,37368,1973046,2213922.0,3114964.0,33,17,1104.2,16,0.5152,0.73,1.91,5.79,13.55,14.88,30.58,33.84,1786.86,67088.55,94392.85,2.965
WE,CN,2023 LPL 春季赛,33,87,236,507,538,1198,39922,2269839,2756938.6,3953439.1,40,18,1280.3,22,0.45,0.83,2.18,5.9,12.68,13.45,29.95,31.18,1772.9,68923.47,98835.98,3.169
TL,US,2019 MSI 季中冠军赛,8,32,83,197,236,458,16547,896071,823636.0,1365150.0,17,7,511.5,10,0.4118,0.47,1.88,4.88,11.59,13.88,26.94,32.35,1751.85,48449.18,80302.94,2.775
RED,BR,2022 MSI 季中冠军赛,1,9,31,73,84,150,5176,286693,286510.0,427119.0,6,2,164.4,4,0.3333,0.17,1.5,5.17,12.17,14.0,25.0,31.48,1743.87,47751.67,71186.5,2.655
TTY,CN,2019 LDL 春季赛,18,62,162,449,621,996,31613,1810860,1927828.0,2996904.0,34,13,1029.6,21,0.3824,0.53,1.82,4.76,13.21,18.26,29.29,30.7,1758.8,56700.82,88144.24,2.327
TTY,CN,2020 LDL 夏季赛,45,133,366,831,865,1751,61350,3398859,3891237.0,5347907.0,62,32,1900.9,30,0.5161,0.73,2.15,5.9,13.4,13.95,28.24,32.27,1788.03,62761.89,86256.56,2.985
KDM,KR,2017 IEM 卡托维兹站,1,7,13,21,39,43,4897,239159,238289.0,389198.0,4,1,143.7,3,0.25,0.25,1.75,3.25,5.25,9.75,10.75,34.08,1664.29,59572.25,97299.5,1.641
FW,TW,2019 MSI 季中冠军赛,5,17,36,112,131,287,10955,576708,512829.0,871914.0,10,3,333.3,7,0.3,0.5,1.7,3.6,11.2,13.1,28.7,32.87,1730.3,51282.9,87191.4,3.046
T1,KR,2024 MSI 季中冠军赛,16,43,136,303,295,672,21396,1221649,1510245.3,2193952.7,21,12,658.7,9,0.5714,0.76,2.05,6.48,14.43,14.05,32.0,32.48,1854.64,71916.44,104473.94,3.305
FW,TW,2017 MSI 季中冠军赛,9,23,69,148,138,358,15477,856340,844583.0,1208150.0,14,5,499.0,9,0.3571,0.64,1.64,4.93,10.57,9.86,25.57,31.02,1716.11,60327.36,86296.43,3.667
JDG,CN,NEST2017全国电子竞技大赛,13,13,87,194,188,449,11430,741902,894043.0,1393451.0,13,8,408.7,5,0.6154,1.0,1.0,6.69,14.92,14.46,34.54,27.97,1815.27,68772.54,107188.54,3.42
C9,US,2021 S11 全球总决赛,4,16,42,103,130,235,9956,518446,452769.6,752259.1,9,2,296.6,7,0.2222,0.44,1.78,4.67,11.44,14.44,26.11,33.57,1747.96,50307.73,83584.34,2.6
T1,KR,2020 LCK 夏季赛,28,115,302,612,388,1339,51562,2701018,2758081.0,3838309.0,45,29,1467.7,16,0.6444,0.62,2.56,6.71,13.6,8.62,29.76,35.13,1840.31,61290.69,85295.76,5.028
NIP,CN,2024 LPL春季赛,41,137,333,745,599,1805,57957,3217121,4404259.0,5557847.3,53,29,1749.3,24,0.5472,0.77,2.58,6.28,14.06,11.3,34.06,33.13,1839.09,83099.23,104865.04,4.257
BYG,TW,2021 PCS 春季赛,30,82,199,466,391,1138,35862,1950352,2059970.0,3191870.0,32,21,1086.7,11,0.6563,0.94,2.56,6.22,14.56,12.22,35.56,33.0,1794.75,64374.06,99745.94,4.102
FNC,EU,2024 MSI 季中冠军赛,2,11,22,72,122,140,6819,367294,513103.5,883314.5,7,1,215.3,6,0.1429,0.29,1.57,3.14,10.29,17.43,20.0,31.67,1705.96,73300.5,126187.79,1.738
NB,CN,2017 LPL 春季赛,31,73,247,564,663,1256,62002,3026068,3273707.0,4606520.0,46,20,1725.1,26,0.4348,0.67,1.59,5.37,12.26,14.41,27.3,35.94,1754.14,71167.54,100141.74,2.745
WE,CN,2021 LPL 全球总决赛资格赛,3,10,20,60,124,122,7632,384885,362673.8,624194.7,7,1,227.1,6,0.1429,0.43,1.43,2.86,8.57,17.71,17.43,33.61,1694.78,51810.54,89170.67,1.468
PGM,JP,2017 MSI 入围赛,3,9,19,74,78,159,6118,348014,395204.0,607090.0,6,1,207.2,5,0.1667,0.5,1.5,3.17,12.33,13.0,26.5,29.53,1679.6,65867.33,101181.67,2.987
LLL,BR,2021 CBLOL 春季赛,18,49,155,338,315,810,23424,1322888,1394301.0,2038600.0,23,13,732.4,10,0.5652,0.78,2.13,6.74,14.7,13.7,35.22,31.98,1806.24,60621.78,88634.78,3.644
TH,CN,NEST2017全国电子竞技大赛,3,10,25,52,61,108,4628,267327,268822.0,445298.0,5,2,154.1,3,0.4,0.6,2.0,5.0,10.4,12.2,21.6,30.03,1734.76,53764.4,89059.6,2.623
MDK,EU,2019 S9全球总决赛,7,19,63,134,141,293,11811,656543,597276.0,882255.0,11,5,365.2,6,0.4545,0.64,1.73,5.73,12.18,12.82,26.64,32.34,1797.76,54297.82,80205.0,3.028
LNG,CN,2021 LPL 全球总决赛资格赛,8,21,58,122,53,262,7691,437649,413038.4,577520.0,7,6,226.6,1,0.8571,1.14,3.0,8.29,17.43,7.57,37.43,33.94,1931.37,59005.49,82502.86,7.245
WBG,CN,2021 LPL 夏季赛,27,102,293,621,508,1441,51921,2781515,2941491.2,4093577.1,47,26,1551.6,21,0.5532,0.57,2.17,6.23,13.21,10.81,30.66,33.46,1792.68,62584.92,87097.39,4.059
KT,KR,2018 LCK夏季赛,40,89,326,463,407,1094,56330,2892611,3052541.0,3928685.0,44,30,1595.6,14,0.6818,0.91,2.02,7.41,10.52,9.25,24.86,35.3,1812.87,69375.93,89288.3,3.826
AE,AU,2017 OPL 春季赛,9,37,98,253,375,511,24092,1355054,1534064.0,2234378.0,23,6,804.3,17,0.2609,0.39,1.61,4.26,11.0,16.3,22.22,29.95,1684.76,66698.43,97146.87,2.037
GAM,VN,2022全球总决赛,1,13,15,54,107,140,5887,310359,365935.8,609217.3,6,1,191.7,5,0.1667,0.17,2.17,2.5,9.0,17.83,23.33,30.71,1618.98,60989.3,101536.22,1.813
EEW,KR,2018 LCK 春季升降级赛,1,5,27,32,38,71,5492,291025,262197.0,395671.0,5,2,165.2,3,0.4,0.2,1.0,5.4,6.4,7.6,14.2,33.24,1761.65,52439.4,79134.2,2.711
NIP,CN,2020 LPL 春季赛,2,47,92,287,653,630,29009,1575456,1682808.0,2823836.0,33,1,996.4,32,0.0303,0.06,1.42,2.79,8.7,19.79,19.09,29.11,1581.15,50994.18,85570.79,1.404
DRX,KR,2019 亚洲对抗赛,4,7,31,44,15,106,3042,178861,188496.0,233824.0,3,3,88.8,0,1.0,1.33,2.33,10.33,14.67,5.0,35.33,34.26,2014.2,62832.0,77941.33,10.0
EDG,CN,2018 S8全球总决赛 入围赛,7,17,60,119,40,213,6852,389477,333231.0,441008.0,7,6,191.6,1,0.8571,1.0,2.43,8.57,17.0,5.71,30.43,35.76,2032.76,47604.43,63001.14,8.3
LGD,CN,德玛西亚杯长沙站,7,24,62,148,119,334,9979,566500,742579.0,800516.0,8,5,301.8,3,0.625,0.88,3.0,7.75,18.5,14.88,41.75,33.06,1877.07,92822.38,100064.5,4.05
NS,KR,2020 LCK 夏季升降级赛,4,14,36,53,17,152,3653,206269,203257.0,249961.0,4,4,110.5,0,1.0,1.0,3.5,9.0,13.25,4.25,38.0,33.06,1866.69,50814.25,62490.25,12.059
OBG,RU,2021 LCL 春季赛,21,42,116,212,144,544,17074,952624,1101956.0,1344202.0,15,10,536.4,5,0.6667,1.4,2.8,7.73,14.13,9.6,36.27,31.83,1775.96,73463.73,89613.47,5.25
NMG,BR,2021 CBLOL 春季赛,10,35,74,190,266,441,17421,928840,887908.0,1575372.0,18,6,555.5,12,0.3333,0.56,1.94,4.11,10.56,14.78,24.5,31.36,1672.08,49328.22,87520.67,2.372
KLG,PR,2018 S8全球总决赛 入围赛,1,4,8,32,71,58,3872,194520,191282.0,368665.0,4,0,120.7,4,0.0,0.25,1.0,2.0,8.0,17.75,14.5,32.08,1611.6,47820.5,92166.25,1.268
FB,TR,2021 TCL 夏季赛,11,39,88,222,266,538,18315,1006962,1055898.0,1581714.0,18,7,584.4,11,0.3889,0.61,2.17,4.89,12.33,14.78,29.89,31.34,1723.07,58661.0,87873.0,2.857
JDG,CN,2018 LPL S8资格赛,2,6,24,48,75,133,6569,330750,391563.0,480474.0,5,2,249.0,3,0.4,0.4,1.2,4.8,9.6,15.0,26.6,26.38,1328.31,78312.6,96094.8,2.413
IG,CN,2022 LPL春季赛,21,90,195,446,539,981,36464,1985764,2039619.0,3365923.0,36,12,1106.1,24,0.3333,0.58,2.5,5.42,12.39,14.97,27.25,32.97,1795.28,56656.08,93497.86,2.647
GAM,VN,2017 全球总决赛,4,8,37,73,108,147,7550,429901,460998.0,687110.0,7,2,241.6,5,0.2857,0.57,1.14,5.29,10.43,15.43,21.0,31.25,1779.39,65856.86,98158.57,2.037
UOL,RU,2019 S9全球总决赛 入围赛,8,24,58,151,176,295,11858,705489,741899.0,1067750.0,11,5,402.9,6,0.4545,0.73,2.18,5.27,13.73,16.0,26.82,29.43,1751.03,67445.36,97068.18,2.534
S04,EU,2018 EU LCS 春季升降级赛,8,16,59,88,100,198,10635,576824,594853.0,814959.0,10,5,322.8,5,0.5,0.8,1.6,5.9,8.8,10.0,19.8,32.95,1786.94,59485.3,81495.9,2.86
FW,TW,2019 LMS S9资格赛,1,5,9,35,47,86,3512,186925,198922.0,329129.0,3,0,110.7,3,0.0,0.33,1.67,3.0,11.67,15.67,28.67,31.73,1688.57,66307.33,109709.67,2.574
EDG,CN,德玛西亚杯长沙站,3,8,23,73,71,175,5575,290227,347250.0,476931.0,4,1,161.2,3,0.25,0.75,2.0,5.75,18.25,17.75,43.75,34.58,1800.42,86812.5,119232.75,3.493
WE,CN,2022 LPL春季赛,21,71,189,434,521,1075,36976,2036765,2106438.0,3198218.0,39,14,1170.2,25,0.359,0.54,1.82,4.85,11.13,13.36,27.56,31.6,1740.53,54011.23,82005.59,2.896
GEN,KR,2017 LCK 韩国夏季赛,34,84,319,431,403,1018,53760,2897641,3071727.0,4345545.0,44,27,1580.3,17,0.6136,0.77,1.91,7.25,9.8,9.16,23.14,34.02,1833.6,69811.98,98762.39,3.596
GRX,HK,2019 LMS S9资格赛,5,16,39,61,67,161,7206,391184,359308.0,534227.0,7,3,223.4,4,0.4286,0.71,2.29,5.57,8.71,9.57,23.0,32.26,1751.05,51329.71,76318.14,3.313
KDF,KR,2020 LCK 春季赛,24,108,229,471,589,1106,48786,2627198,2751209.0,3904819.0,45,18,1575.4,27,0.4,0.53,2.4,5.09,10.47,13.09,24.58,30.97,1667.64,61137.98,86773.76,2.677
TF,SG,2021 VCS 冬季赛,6,42,89,290,519,573,23736,1296250,1528989.0,2330526.0,26,3,776.4,23,0.1154,0.23,1.62,3.42,11.15,19.96,22.04,30.57,1669.56,58807.27,89635.62,1.663
HLE,KR,2018 LCK春季赛,37,81,287,413,454,1081,60416,3051006,3100714.0,4505001.0,45,22,1678.0,23,0.4889,0.82,1.8,6.38,9.18,10.09,24.02,36.0,1818.24,68904.76,100111.13,3.291
LGC,AU,2017 OPL 春季赛,24,59,199,519,308,1177,27222,1726214,2091151.0,2587269.0,26,19,904.1,7,0.7308,0.92,2.27,7.65,19.96,11.85,45.27,30.11,1909.32,80428.88,99510.35,5.506
SG,CN,2018 LDL 夏季赛,16,51,167,385,320,819,25587,1401769,1462583.0,2262770.0,25,16,787.9,9,0.64,0.64,2.04,6.68,15.4,12.8,32.76,32.47,1779.12,58503.32,90510.8,3.763
NS,KR,KeSPA杯2020,10,27,81,167,188,383,13085,724807,667407.0,1192064.0,13,8,402.9,5,0.6154,0.77,2.08,6.23,12.85,14.46,29.46,32.48,1798.97,51339.0,91697.23,2.926
TP,CN,2019 LDL 春季赛,33,90,267,561,368,1255,33303,1930200,1927483.0,2650009.0,35,25,979.6,10,0.7143,0.94,2.57,7.63,16.03,10.51,35.86,34.0,1970.4,55070.94,75714.54,4.935
TP,CN,2020 LDL 夏季赛,46,163,397,1133,1170,2394,64520,3794262,4765521.0,6509340.0,66,36,2065.9,30,0.5455,0.7,2.47,6.02,17.17,17.73,36.27,31.23,1836.61,72204.86,98626.36,3.015
DWT,TW,2021 PCS 夏季赛,4,22,53,179,456,360,15188,837927,976167.0,1758360.0,18,1,508.4,17,0.0556,0.22,1.22,2.94,9.94,25.33,20.0,29.87,1648.16,54231.5,97686.67,1.182
IM,CN,NEST2017全国电子竞技大赛,1,0,10,40,66,104,2198,137878,183771.0,279582.0,3,1,79.6,2,0.3333,0.33,0.0,3.33,13.33,22.0,34.67,27.61,1732.14,61257.0,93194.0,2.182
IG,CN,2022 德玛西亚杯,1,4,2,37,76,68,2632,150892,207674.6,353307.9,3,0,89.3,3,0.0,0.33,1.33,0.67,12.33,25.33,22.67,29.47,1689.72,69224.87,117769.3,1.382
RNG,CN,2023 德玛西亚杯,5,15,48,113,100,207,7031,403250,536693.7,672896.6,8,5,218.8,3,0.625,0.63,1.88,6.0,14.13,12.5,25.88,32.13,1843.01,67086.71,84112.08,3.2
DK,KR,2021 MSI 季中邀请赛,19,65,191,388,295,872,27266,1490632,1688846.0,2264251.0,26,18,800.3,8,0.6923,0.73,2.5,7.35,14.92,11.35,33.54,34.07,1862.59,64955.62,87086.58,4.271
TSM,US,2017 LCS 北美春季赛,36,112,367,711,558,1582,52037,3063487,3081288.0,4571053.0,47,31,1651.8,16,0.6596,0.77,2.38,7.81,15.13,11.87,33.66,31.5,1854.64,65559.32,97256.45,4.109
PGG,AU,2021 LCO 春季赛,21,68,173,358,230,816,22703,1280146,1391319.0,1846028.0,22,18,692.4,4,0.8182,0.95,3.09,7.86,16.27,10.45,37.09,32.79,1848.85,63241.77,83910.36,5.104
FOX,KR,2021 LCK 春季赛,16,80,210,480,553,1088,44145,2305516,2394318.0,3734291.0,40,15,1305.6,25,0.375,0.4,2.0,5.25,12.0,13.83,27.2,33.81,1765.87,59857.95,93357.28,2.835
UP,CN,2021NEST全国电子竞技大赛,1,2,10,13,6,33,1130,0,57317.0,0.0,1,1,33.2,0,1.0,1.0,2.0,10.0,13.0,6.0,33.0,34.04,0.0,57317.0,0.0,7.667
WBG,CN,2018 德玛西亚杯西安站,6,22,70,160,197,361,13080,758794,738217.0,1119938.0,13,6,474.8,7,0.4615,0.46,1.69,5.38,12.31,15.15,27.77,27.55,1598.13,56785.92,86149.08,2.645
T1,KR,2023 MSI 季中冠军赛,12,39,104,216,215,502,15985,922813,1039970.3,1443515.2,17,9,510.9,8,0.5294,0.71,2.29,6.12,12.71,12.65,29.53,31.29,1806.25,61174.72,84912.66,3.34
SG,CN,2019 LDL 夏季赛,33,120,253,642,818,1434,60811,3290695,3222057.0,4928663.0,58,18,1861.7,40,0.3103,0.57,2.07,4.36,11.07,14.1,24.72,32.66,1767.58,55552.71,84976.95,2.538
AST,EU,2019 欧美对抗赛,2,6,21,42,8,84,1867,117194,114329.0,149375.0,2,2,54.8,0,1.0,1.0,3.0,10.5,21.0,4.0,42.0,34.07,2138.58,57164.5,74687.5,15.75
FLY,US,2019 LCS S9资格赛,5,10,19,33,40,104,4973,263901,218626.0,403295.0,4,1,153.8,3,0.25,1.25,2.5,4.75,8.25,10.0,26.0,32.33,1715.87,54656.5,100823.75,3.425
UP,CN,2021 LPL 春季赛,7,61,123,376,559,869,35584,1853296,1919797.0,3077733.0,36,7,1090.0,29,0.1944,0.19,1.69,3.42,10.44,15.53,24.14,32.65,1700.27,53327.69,85492.58,2.227
RA,CN,2022 LPL春季赛,26,102,256,476,550,1038,44840,2367041,2508649.0,3748977.0,41,21,1303.3,20,0.5122,0.63,2.49,6.24,11.61,13.41,25.32,34.4,1816.19,61186.56,91438.46,2.753
OMG,CN,2023 德玛西亚杯,2,7,25,74,55,136,3893,222646,295785.0,368422.5,4,2,114.4,2,0.5,0.5,1.75,6.25,18.5,13.75,34.0,34.03,1946.21,73946.25,92105.63,3.818
GG,US,2022 LCS 春季赛,6,15,30,67,120,164,8623,448059,511690.0,809401.0,8,1,261.0,7,0.125,0.75,1.88,3.75,8.38,15.0,20.5,33.04,1716.7,63961.25,101175.13,1.925
LNG,CN,2018 LPL春季赛,41,85,292,495,515,1293,63063,3197564,3313772.0,4593234.0,47,25,1743.2,22,0.5319,0.87,1.81,6.21,10.53,10.96,27.51,36.18,1834.31,70505.79,97728.38,3.472
100,US,2021 S11 全球总决赛,3,14,29,72,77,166,6668,354649,336865.0,548526.1,6,3,222.4,3,0.5,0.5,2.33,4.83,12.0,12.83,27.67,29.98,1594.64,56144.17,91421.02,3.091
BRO,KR,2021 LCK 夏季赛,28,124,248,483,514,1174,53781,2758976,2842379.0,4154814.0,48,20,1593.4,28,0.4167,0.58,2.58,5.17,10.06,10.71,24.46,33.75,1731.5,59216.23,86558.63,3.224
RA,CN,2023 LPL 夏季赛,17,37,101,251,398,558,23833,1294731,1463926.3,2264813.4,24,6,727.7,18,0.25,0.71,1.54,4.21,10.46,16.58,23.25,32.75,1779.21,60996.93,94367.23,2.033
T1,KR,2018 LCK夏季赛,27,86,227,362,419,893,50075,2509384,2505100.0,3752849.0,41,18,1419.7,23,0.439,0.66,2.1,5.54,8.83,10.22,21.78,35.27,1767.55,61100.0,91532.9,2.995
VSGaming,CN,2018 LDL春季赛,19,47,198,337,232,788,31531,1650176,1697291.0,2444945.0,30,18,932.5,12,0.6,0.63,1.57,6.6,11.23,7.73,26.27,33.81,1769.63,56576.37,81498.17,4.849
AL,CN,2021NEST全国电子竞技大赛,1,13,26,90,117,217,5451,0,383342.0,0.0,6,2,183.5,4,0.3333,0.17,2.17,4.33,15.0,19.5,36.17,29.71,0.0,63890.33,0.0,2.624
WE,CN,2017 LPL 春季赛,42,85,328,636,429,1539,52576,2744556,2992749.0,3881547.0,42,29,1486.7,13,0.6905,1.0,2.02,7.81,15.14,10.21,36.64,35.36,1846.07,71255.93,92417.79,5.07
WBGY,CN,2018 LDL春季赛,30,75,237,480,339,1183,39149,2111335,2234738.0,2976351.0,35,20,1150.6,15,0.5714,0.86,2.14,6.77,13.71,9.69,33.8,34.02,1834.99,63849.66,85038.6,4.906
T1,KR,2018 亚洲对抗赛,2,9,26,48,29,114,4329,221994,222762.0,280648.0,4,2,121.1,2,0.5,0.5,2.25,6.5,12.0,7.25,28.5,35.75,1833.15,55690.5,70162.0,5.586
UOL,RU,2021 LCL 春季赛,19,54,154,366,264,916,22279,1299787,1484539.0,2060806.0,22,15,721.7,7,0.6818,0.86,2.45,7.0,16.64,12.0,41.64,30.87,1801.01,67479.05,93673.0,4.856
LGD,CN,2017 LPL 夏季赛,28,74,226,465,545,1118,42842,2478365,2766990.0,3858463.0,39,16,1406.6,23,0.4103,0.72,1.9,5.79,11.92,13.97,28.67,30.46,1761.95,70948.46,98934.95,2.905
AL,CN,2021 LPL 春季赛,9,51,82,293,590,697,32134,1671043,1693532.0,3072339.0,34,3,1029.2,31,0.0882,0.26,1.5,2.41,8.62,17.35,20.5,31.22,1623.63,49809.76,90362.91,1.678
OPT,US,2019 LCS 春季赛,15,39,104,162,218,335,20817,1108519,1089539.0,1730982.0,18,7,641.3,11,0.3889,0.83,2.17,5.78,9.0,12.11,18.61,32.46,1728.55,60529.94,96165.67,2.28
CGA,JP,2021 LJL 春季赛,8,41,88,193,271,477,18011,955547,1028199.0,1603558.0,17,7,552.8,10,0.4118,0.47,2.41,5.18,11.35,15.94,28.06,32.58,1728.56,60482.29,94326.94,2.472
CG,US,2019 LCS S9资格赛,11,38,98,165,135,399,15511,850894,903835.0,1149489.0,13,9,462.5,4,0.6923,0.85,2.92,7.54,12.69,10.38,30.69,33.54,1839.77,69525.77,88422.23,4.178
RNG,CN,2021 LPL 夏季赛,35,96,297,656,567,1536,45100,2533872,2951286.4,3849720.3,43,26,1366.7,17,0.6047,0.81,2.23,6.91,15.26,13.19,35.72,33.0,1854.01,68634.57,89528.38,3.866
LNG,CN,2024全球总决赛,7,19,50,111,97,293,8763,481366,558654.1,845416.8,7,4,258.6,3,0.5714,1.0,2.71,7.14,15.86,13.86,41.86,33.89,1861.43,79807.73,120773.83,4.165
NIP,CN,2019 LPL 春季赛,20,66,189,447,518,1033,37454,2109770,2024080.0,3204551.0,36,13,1194.1,23,0.3611,0.56,1.83,5.25,12.42,14.39,28.69,31.37,1766.83,56224.44,89015.31,2.857
C9,US,2018 LCS 北美夏季赛,18,42,182,282,294,706,31237,1609037,1783015.0,2392699.0,25,13,886.1,12,0.52,0.72,1.68,7.28,11.28,11.76,28.24,35.25,1815.86,71320.6,95707.96,3.361
OPT,US,2018 LCS 北美夏季赛,15,32,117,151,176,358,24268,1229571,1300368.0,1657149.0,18,9,705.9,9,0.5,0.83,1.78,6.5,8.39,9.78,19.89,34.38,1741.85,72242.67,92063.83,2.892
AK,CL,2021 LLA 闭幕赛,5,21,48,144,242,293,12583,686488,795408.0,1274931.0,13,2,414.3,11,0.1538,0.38,1.62,3.69,11.08,18.62,22.54,30.37,1656.98,61185.23,98071.62,1.806
RYL,CN,NEST2017全国电子竞技大赛,1,1,3,16,43,25,1503,88135,93424.0,169319.0,2,0,57.7,2,0.0,0.5,0.5,1.5,8.0,21.5,12.5,26.05,1527.47,46712.0,84659.5,0.953
GIA,EU,2018 LCS 欧洲春季赛,12,23,96,160,205,420,20922,1061763,1103813.0,1768658.0,17,6,604.0,11,0.3529,0.71,1.35,5.65,9.41,12.06,24.71,34.64,1757.89,64930.18,104038.71,2.829
JDM,CN,2020 LDL 春季赛,10,48,103,211,124,471,14273,816830,923335.0,1156935.0,13,9,449.8,4,0.6923,0.77,3.69,7.92,16.23,9.54,36.23,31.73,1815.98,71025.77,88995.0,5.5
RNG,CN,2022全球总决赛,5,27,60,132,120,286,10534,577632,623289.4,867969.8,10,5,323.3,5,0.5,0.5,2.7,6.0,13.2,12.0,28.6,32.58,1786.67,62328.94,86796.98,3.483
DK,KR,2019 亚洲对抗赛,4,12,31,54,25,143,3109,187134,191447.0,236782.0,3,3,93.2,0,1.0,1.33,4.0,10.33,18.0,8.33,47.67,33.36,2007.88,63815.67,78927.33,7.88
OMG,CN,2017亚洲对抗赛,4,8,19,36,73,90,4975,267986,265075.0,453612.0,4,1,151.8,3,0.25,1.0,2.0,4.75,9.0,18.25,22.5,32.77,1765.39,66268.75,113403.0,1.726
BRO,KR,2021 LCK 春季赛,17,82,145,361,469,956,43042,2158414,2089884.0,3373247.0,39,12,1278.4,27,0.3077,0.44,2.1,3.72,9.26,12.03,24.51,33.67,1688.37,53586.77,86493.51,2.808
FNC,EU,2022 LEC 春季赛,18,70,168,333,359,726,27422,1511926,1687833.0,2317697.0,26,15,829.9,11,0.5769,0.69,2.69,6.46,12.81,13.81,27.92,33.04,1821.82,64916.65,89142.19,2.95
NSR,AE,2022 TCL 冬季赛,0,3,6,13,30,27,2234,109618,103142.0,157982.0,2,0,67.7,2,0.0,0.0,1.5,3.0,6.5,15.0,13.5,33.0,1619.17,51571.0,78991.0,1.333
TSM,US,2018 LCS北美S8资格赛,1,7,11,34,53,88,3561,181981,232471.0,376839.0,3,0,108.8,3,0.0,0.33,2.33,3.67,11.33,17.67,29.33,32.73,1672.62,77490.33,125613.0,2.302
AHQ,TW,2018 LMS 春季赛,29,54,182,274,270,704,39900,1994115,2112483.0,3089463.0,28,14,1096.3,14,0.5,1.04,1.93,6.5,9.79,9.64,25.14,36.4,1818.95,75445.82,110337.96,3.622
GRX,HK,2018 S8全球总决赛 入围赛,7,12,60,139,81,335,8306,481199,529162.0,682890.0,8,7,262.8,1,0.875,0.88,1.5,7.5,17.38,10.13,41.88,31.61,1831.05,66145.25,85361.25,5.852
