Team1_name,Team1_region,Team2_name,Team2_region,matchType,matches_played,minutes_played,matches_won_1,matches_won_2,Team1_Baron,Team1_Dra,Team1_Turts,Team1_kills,Team1_deaths,Team1_assists,Team1_CS,Team1_gold,Team1_damage,Team1_tanking,Team2_Baron,Team2_Dra,Team2_Turts,Team2_kills,Team2_deaths,Team2_assists,Team2_CS,Team2_gold,Team2_damage,Team2_tanking
BME,TH,PSG,HK,2021 PCS 春季赛,2,49.2,0,2,0,1,0,6,27,13,1537,73134,64576.0,121861.0,2,5,22,27,6,46,1905,104163,84610.0,124420.0
BJD,MY,DWT,TW,2021 PCS 春季赛,1,28.0,1,0,1,3,9,19,8,52,916,55701,54118.0,59194.0,0,1,2,8,19,19,878,45980,29893.0,78276.0
HKA,HK,MCX,TW,2021 PCS 春季赛,5,141.8,0,5,0,4,10,38,107,90,4217,219262,261091.0,451454.0,5,16,47,107,38,267,4678,282277,332545.0,421189.0
DWT,TW,HKA,HK,2021 PCS 春季赛,3,83.5,1,2,1,6,10,25,46,61,2621,135709,143846.0,256967.0,2,6,16,46,25,105,2746,151978,179861.0,225974.0
BJD,MY,PSG,HK,2021 PCS 春季赛,2,46.0,0,2,0,1,0,7,36,15,1410,68037,53088.0,133017.0,1,4,15,36,7,86,1602,93683,97663.0,111038.0
DWT,TW,JT,TW,2021 PCS 春季赛,2,51.9,0,2,0,1,0,11,28,26,1531,75941,74150.0,156792.0,1,5,18,28,11,60,1912,103471,111422.0,134321.0
HKA,HK,PSG,HK,2021 PCS 春季赛,2,57.9,0,2,0,1,5,11,36,31,1743,91551,88380.0,167328.0,2,6,20,36,11,77,1951,111508,122940.0,147345.0
BYG,TW,HKA,HK,2021 PCS 春季赛,2,66.5,2,0,2,6,15,47,19,130,2253,128151,169602.0,210835.0,1,4,3,19,47,37,2098,107216,135634.0,230774.0
JT,TW,MCX,TW,2021 PCS 春季赛,5,172.1,1,4,2,11,26,76,79,157,5528,302300,336685.0,500922.0,7,11,38,79,77,167,5417,312351,330742.0,516892.0
BYG,TW,JT,TW,2021 PCS 春季赛,2,70.0,2,0,3,6,20,32,8,70,2441,134392,108416.0,212129.0,0,5,6,8,32,14,2402,112385,123834.0,183202.0
LYB,PH,MCX,TW,2021 PCS 春季赛,2,51.8,0,2,0,2,1,14,35,31,1516,78787,89955.0,149431.0,2,4,21,35,14,53,1766,104444,105168.0,159962.0
DWT,TW,LYB,PH,2021 PCS 春季赛,2,56.4,2,0,2,6,20,38,9,97,1753,109554,128538.0,153348.0,0,2,1,9,38,21,1744,84275,84143.0,179188.0
JT,TW,PSG,HK,2021 PCS 春季赛,5,165.8,0,5,1,5,13,33,80,88,5456,266771,250750.0,474438.0,8,18,47,80,33,200,5740,319740,326662.0,418021.0
BYG,TW,LYB,PH,2021 PCS 春季赛,2,60.6,2,0,2,7,15,38,26,82,1988,119244,156138.0,191441.0,1,3,5,26,38,50,1751,98071,118975.0,206817.0
LYB,PH,PSG,HK,2021 PCS 春季赛,2,56.2,0,2,1,2,2,13,48,27,1686,86633,96765.0,165550.0,2,6,21,48,13,106,1887,117680,124023.0,163894.0
BME,TH,BYG,TW,2021 PCS 春季赛,2,66.7,0,2,0,3,4,19,37,41,2058,106468,116863.0,166053.0,4,7,17,37,20,84,2172,126900,116238.0,195011.0
DWT,TW,MCX,TW,2021 PCS 春季赛,2,54.3,0,2,0,4,3,13,37,26,1720,84806,73308.0,158379.0,1,4,19,37,13,84,1900,109169,108347.0,131436.0
IMP,SG,JT,TW,2021 PCS 春季赛,2,42.8,0,2,0,1,0,6,39,8,1239,62983,60803.0,142994.0,0,4,20,39,6,85,1547,93553,111765.0,121815.0
BME,TH,IMP,SG,2021 PCS 春季赛,2,59.0,1,1,1,4,13,25,24,61,2043,107277,101626.0,159392.0,1,5,8,24,25,54,2033,104222,95237.0,152416.0
BJD,MY,IMP,SG,2021 PCS 春季赛,3,87.8,2,1,2,7,20,52,33,145,2697,162789,171738.0,262012.0,2,5,8,33,52,74,2693,146519,164982.0,253370.0
BJD,MY,BME,TH,2021 PCS 春季赛,2,63.6,1,1,1,3,11,32,25,72,2122,114642,116179.0,177117.0,1,6,13,25,32,56,1994,110789,116910.0,181267.0
BJD,MY,BYG,TW,2021 PCS 春季赛,2,69.5,0,2,1,5,8,18,24,32,2339,117741,129802.0,176025.0,3,5,16,24,18,56,2247,125120,104604.0,197826.0
DWT,TW,PSG,HK,2021 PCS 春季赛,2,51.3,0,2,0,3,1,7,41,16,1539,75575,59795.0,152710.0,2,5,21,41,7,96,1771,107616,109001.0,113820.0
BYG,TW,MCX,TW,2021 PCS 春季赛,9,321.9,6,3,8,22,56,129,111,311,10582,570186,607018.0,931508.0,8,26,52,111,129,250,10545,559220,635456.0,902100.0
BYG,TW,DWT,TW,2021 PCS 春季赛,2,57.3,2,0,2,8,18,37,12,91,1886,110048,111298.0,170373.0,1,1,4,12,37,24,1839,92997,91754.0,160532.0
HKA,HK,IMP,SG,2021 PCS 春季赛,2,57.1,1,1,1,3,12,26,32,69,1778,99294,110437.0,192116.0,1,6,10,32,26,75,1785,99789,133698.0,158773.0
IMP,SG,LYB,PH,2021 PCS 春季赛,2,55.3,2,0,2,5,19,45,20,101,1726,110180,134349.0,157431.0,0,3,5,20,45,27,1654,90349,97933.0,180239.0
BME,TH,HKA,HK,2021 PCS 春季赛,5,144.6,2,3,3,7,27,71,77,166,4618,256345,276685.0,440218.0,5,12,35,77,72,179,4583,265227,304452.0,449315.0
BYG,TW,PSG,HK,2021 PCS 春季赛,9,303.8,1,8,5,16,26,84,151,219,9943,503760,534655.0,890021.0,4,28,71,151,84,375,10209,554053,589068.0,805141.0
BJD,MY,HKA,HK,2021 PCS 春季赛,2,68.5,2,0,3,6,16,33,16,96,2161,124080,133111.0,162010.0,0,4,4,16,33,39,2158,106943,100086.0,189075.0
MCX,TW,PSG,HK,2021 PCS 春季赛,2,55.0,0,2,0,0,2,13,44,23,1814,86670,85093.0,168977.0,2,8,20,44,13,90,1945,116618,117748.0,145786.0
BME,TH,JT,TW,2021 PCS 春季赛,5,169.9,2,3,3,11,23,57,86,112,5274,283120,369578.0,500252.0,7,12,39,86,57,230,5494,313996,368968.0,541572.0
BJD,MY,JT,TW,2021 PCS 春季赛,5,168.6,1,4,4,13,12,50,88,124,5080,277162,270077.0,481467.0,4,9,42,88,50,211,5927,320939,349248.0,487064.0
IMP,SG,MCX,TW,2021 PCS 春季赛,3,88.3,0,3,0,4,2,22,68,46,2725,138279,126330.0,281802.0,4,10,30,68,22,136,2901,177437,196334.0,237131.0
HKA,HK,JT,TW,2021 PCS 春季赛,2,51.2,0,2,0,2,2,17,44,37,1510,82071,102386.0,173282.0,2,4,16,44,18,100,1754,105623,128792.0,166691.0
BME,TH,LYB,PH,2021 PCS 春季赛,2,50.3,2,0,2,6,20,35,11,77,1690,101564,95537.0,109024.0,0,1,1,11,35,25,1477,74595,58731.0,138350.0
IMP,SG,PSG,HK,2021 PCS 春季赛,2,47.9,0,2,0,1,3,10,42,18,1523,76333,74584.0,145668.0,2,4,20,42,10,74,1853,106224,105139.0,138960.0
BJD,MY,LYB,PH,2021 PCS 春季赛,1,33.9,1,0,2,3,9,18,7,40,1170,66236,56742.0,82063.0,0,2,2,7,18,19,1104,54969,42147.0,85885.0
DWT,TW,IMP,SG,2021 PCS 春季赛,1,40.5,1,0,1,3,9,18,10,39,1383,74879,62887.0,122179.0,1,3,2,10,18,18,1302,66290,78283.0,91875.0
BME,TH,MCX,TW,2021 PCS 春季赛,2,59.4,0,2,0,3,4,13,25,27,1955,94619,88694.0,165015.0,2,5,18,25,13,59,1941,110233,107790.0,153468.0
HKA,HK,LYB,PH,2021 PCS 春季赛,1,27.9,1,0,1,3,10,15,7,46,800,52197,52859.0,66566.0,0,1,0,7,15,8,904,43601,39587.0,79458.0
BME,TH,DWT,TW,2021 PCS 春季赛,2,66.3,2,0,4,6,20,33,12,78,2342,131697,142284.0,159669.0,0,4,3,12,33,25,2206,105847,87208.0,191712.0
BJD,MY,MCX,TW,2021 PCS 春季赛,1,34.0,0,1,1,2,1,4,15,10,973,51923,36593.0,92130.0,1,3,10,15,4,31,1144,64486,63712.0,65611.0
BYG,TW,IMP,SG,2021 PCS 春季赛,2,70.4,2,0,1,5,16,38,26,95,2350,132551,152001.0,192726.0,2,5,6,26,38,52,2157,116801,123618.0,222156.0
FNC,EU,PSG,HK,2021 S11 全球总决赛,2,84.1,0,2,1,5,10,27,53,54,2708,143971,182984.7,270252.2,4,7,19,53,27,124,2563,160192,204254.0,243151.1
FPX,CN,RGE,EU,2021 S11 全球总决赛,2,75.4,1,1,2,6,14,32,26,70,2410,133686,112617.2,196631.8,0,4,12,26,32,61,2477,128532,136633.0,172271.5
C9,US,DK,KR,2021 S11 全球总决赛,2,71.5,0,2,0,4,4,22,36,62,2216,115874,119612.9,198311.0,4,6,22,36,22,79,2369,140575,146141.2,185368.0
DFM,JP,EDG,CN,2021 S11 全球总决赛,2,57.9,0,2,0,2,2,10,30,25,1788,86730,68309.2,165636.6,1,4,20,30,10,87,2077,115423,128936.1,122314.7
100,US,T1,KR,2021 S11 全球总决赛,2,65.6,0,2,1,2,3,6,25,15,1948,92767,66065.7,150635.9,1,5,18,25,6,49,2029,112748,106568.3,102964.9
HLE,KR,T1,KR,2021 S11 全球总决赛,3,93.1,0,3,0,2,4,9,43,16,3045,142404,148172.4,265139.0,6,10,29,43,9,107,3188,181444,194088.5,224650.8
GEN,KR,MDK,EU,2021 S11 全球总决赛,3,134.9,2,1,4,11,22,61,55,150,4102,243800,293088.0,374310.5,4,7,23,55,61,134,4217,238809,289535.6,412061.2
C9,US,RGE,EU,2021 S11 全球总决赛,2,58.0,1,1,1,3,10,25,24,53,2059,105886,86574.3,146032.6,1,2,11,23,25,50,1966,106914,94089.0,137901.8
EDG,CN,GEN,KR,2021 S11 全球总决赛,5,181.3,3,2,4,14,38,66,51,169,5570,309476,341788.2,395023.1,4,8,30,51,66,124,5387,290124,265385.1,472119.4
LNG,CN,TL,US,2021 S11 全球总决赛,2,59.3,1,1,0,5,13,19,13,44,2065,103518,99418.4,147620.0,1,4,13,13,19,29,1960,100710,87376.8,149690.4
DK,KR,MDK,EU,2021 S11 全球总决赛,3,104.5,3,0,4,8,28,70,42,150,3163,203154,238374.8,289030.7,1,5,14,42,70,87,3250,178805,185417.1,308809.7
DK,KR,T1,KR,2021 S11 全球总决赛,5,170.2,3,2,2,16,35,63,47,153,5524,300291,303637.1,394752.4,4,5,27,47,63,105,5616,293116,245358.2,431512.5
C9,US,FPX,CN,2021 S11 全球总决赛,2,65.0,1,1,2,5,18,31,17,71,2290,126886,99069.8,142860.8,1,3,10,17,31,31,2200,112470,80906.4,144242.4
GEN,KR,LNG,CN,2021 S11 全球总决赛,2,63.8,1,1,1,4,10,15,23,27,1834,98887,80491.0,130484.7,0,4,14,23,15,46,2008,104543,86618.3,143248.8
PSG,HK,RNG,CN,2021 S11 全球总决赛,2,69.9,0,2,1,2,4,17,26,43,2153,111506,95942.4,172827.3,0,8,20,26,17,58,2326,128833,119210.2,151640.9
EDG,CN,T1,KR,2021 S11 全球总决赛,2,67.0,1,1,1,4,13,17,17,42,2207,112024,85666.0,151538.5,2,3,13,17,17,48,2006,109865,103716.7,133618.9
FNC,EU,HLE,KR,2021 S11 全球总决赛,2,74.9,0,2,0,3,6,28,52,72,2241,124751,156242.7,263959.4,3,7,20,51,28,119,2340,146068,212633.0,229383.1
DK,KR,RGE,EU,2021 S11 全球总决赛,2,74.5,2,0,2,8,18,34,20,56,2516,143369,132170.8,190902.2,1,2,7,20,34,33,2369,122288,117560.1,177469.6
DFM,JP,T1,KR,2021 S11 全球总决赛,2,46.9,0,2,0,1,3,6,32,5,1378,67827,59003.7,131612.6,1,2,22,32,6,65,1621,97908,99702.8,96624.8
HLE,KR,RNG,CN,2021 S11 全球总决赛,3,120.4,1,2,3,8,17,42,43,106,3663,206252,195745.4,333804.0,2,8,22,43,42,109,3632,207871,231118.4,286713.7
100,US,DFM,JP,2021 S11 全球总决赛,2,82.5,2,0,1,8,16,39,29,85,2617,149056,168092.5,242708.5,2,3,11,29,39,60,2460,138855,162172.3,231698.0
100,US,EDG,CN,2021 S11 全球总决赛,2,74.3,1,1,1,4,10,27,23,66,2103,112826,102706.8,155181.6,1,4,12,23,27,45,2273,116381,103356.1,153764.0
GEN,KR,TL,US,2021 S11 全球总决赛,3,110.2,2,1,3,7,28,46,36,84,3581,204582,192454.2,272342.3,3,7,14,36,46,97,3565,190691,187040.0,277711.1
MDK,EU,TL,US,2021 S11 全球总决赛,2,66.3,1,1,2,4,11,24,26,66,2134,117743,105843.0,166124.5,1,4,12,26,24,53,2039,113588,109564.9,159751.7
FNC,EU,RNG,CN,2021 S11 全球总决赛,2,69.4,1,1,2,5,13,39,62,100,1977,129073,159925.4,241796.7,2,4,15,62,39,133,1916,134248,184662.6,211674.4
DK,KR,FPX,CN,2021 S11 全球总决赛,2,59.6,2,0,2,5,20,32,6,75,2004,116670,114911.7,116952.8,0,2,7,6,32,13,2014,95562,64705.5,156815.0
C9,US,GEN,KR,2021 S11 全球总决赛,3,102.1,0,3,1,4,10,25,53,49,3391,169800,147512.6,265054.8,4,8,29,53,25,124,3394,199455,198578.4,235487.4
LNG,CN,MDK,EU,2021 S11 全球总决赛,3,104.1,1,2,2,9,16,46,46,95,3279,181784,190003.5,278183.0,3,3,23,46,47,96,3349,192322,198881.0,287563.2
DK,KR,EDG,CN,2021 S11 全球总决赛,5,178.3,2,3,3,8,28,56,53,123,5524,299116,319466.8,456114.7,4,13,36,53,56,144,5755,307668,296450.3,464570.9
EDG,CN,RNG,CN,2021 S11 全球总决赛,5,155.6,3,2,4,10,33,70,64,160,4844,278910,316363.9,359737.5,2,10,25,64,70,150,4843,270559,257594.7,435670.0
HLE,KR,PSG,HK,2021 S11 全球总决赛,2,68.1,1,1,2,7,12,24,23,68,2280,123126,107046.6,189037.9,2,3,13,23,24,48,2120,116901,129928.6,170321.6
INF,CR,RED,BR,2021 S11 全球总决赛 入围赛,1,36.7,0,1,0,3,2,6,15,12,1015,50535,43692.8,80065.9,1,2,9,15,6,35,1041,59783,52413.7,83336.6
BYG,TW,HLE,KR,2021 S11 全球总决赛 入围赛,3,77.2,0,3,0,0,7,20,55,34,2242,123234,127837.4,266876.7,2,7,26,55,21,114,2738,157376,208284.1,221507.6
GS,TR,UOL,RU,2021 S11 全球总决赛 入围赛,1,29.1,1,0,1,4,9,22,9,53,934,58652,60186.6,67970.9,0,0,2,9,23,19,803,45267,38444.4,82615.2
DFM,JP,UOL,RU,2021 S11 全球总决赛 入围赛,1,35.5,1,0,2,4,8,19,7,38,1134,66032,65021.9,91396.7,0,1,5,7,19,18,1060,56910,55498.4,84531.8
LNG,CN,RED,BR,2021 S11 全球总决赛 入围赛,1,29.3,1,0,1,1,10,15,5,30,1049,56513,64193.6,62603.7,0,2,2,5,15,9,910,45667,35279.3,84818.6
PCE,AU,RED,BR,2021 S11 全球总决赛 入围赛,6,165.6,4,2,3,11,42,116,73,257,5319,316813,373348.4,504193.6,3,9,27,73,116,141,5054,284513,327260.2,510978.9
INF,CR,PCE,AU,2021 S11 全球总决赛 入围赛,1,34.3,0,1,0,0,3,17,21,40,1003,57722,79915.8,108401.6,1,4,8,21,17,44,1216,67293,84644.4,112303.3
HLE,KR,LNG,CN,2021 S11 全球总决赛 入围赛,1,40.8,0,1,0,2,3,5,18,13,1425,66406,103456.9,148117.0,2,4,8,18,5,45,1474,78638,112492.2,140792.2
BYG,TW,DFM,JP,2021 S11 全球总决赛 入围赛,1,32.2,0,1,0,1,0,4,22,8,1011,48018,46929.0,97993.1,1,3,8,22,4,46,1114,63423,70417.7,75182.5
DFM,JP,GS,TR,2021 S11 全球总决赛 入围赛,1,27.9,1,0,1,4,9,17,2,39,876,53955,40102.2,56471.8,0,0,2,2,17,3,871,41919,35184.9,61997.7
BYG,TW,UOL,RU,2021 S11 全球总决赛 入围赛,2,62.0,2,0,2,5,20,38,21,71,2049,123023,126884.6,176095.6,1,2,3,20,38,39,1786,98382,107996.7,172630.4
LNG,CN,PCE,AU,2021 S11 全球总决赛 入围赛,1,24.6,1,0,0,2,9,15,5,24,905,49695,53698.7,72366.2,0,1,0,5,15,14,718,36256,37884.8,71742.0
C9,US,DFM,JP,2021 S11 全球总决赛 入围赛,2,66.1,1,1,1,8,14,25,24,54,2250,118363,106764.4,141501.9,2,1,11,24,25,49,2038,114747,86632.2,155807.0
BYG,TW,C9,US,2021 S11 全球总决赛 入围赛,1,37.8,0,1,0,1,3,16,26,39,1219,65146,71992.1,93926.6,2,4,11,26,16,50,1294,75327,72025.0,103712.0
HLE,KR,RED,BR,2021 S11 全球总决赛 入围赛,1,27.4,1,0,1,4,10,21,10,39,994,58678,50087.6,70831.2,0,0,2,10,21,25,783,44437,43086.1,73512.6
C9,US,UOL,RU,2021 S11 全球总决赛 入围赛,1,27.4,0,1,0,1,2,11,19,30,795,42930,65555.1,74843.6,0,3,7,19,11,54,741,48549,51021.9,90728.4
C9,US,PCE,AU,2021 S11 全球总决赛 入围赛,3,83.2,3,0,1,7,20,60,20,116,2584,153467,152446.3,192140.3,0,3,6,20,60,28,2290,116529,109794.3,203679.0
BYG,TW,GS,TR,2021 S11 全球总决赛 入围赛,6,208.9,3,3,5,17,40,120,91,246,6514,383813,428733.2,600776.7,3,11,32,91,120,184,6505,371085,430703.9,604914.6
HLE,KR,INF,CR,2021 S11 全球总决赛 入围赛,1,31.5,1,0,1,3,11,12,8,15,1094,59760,68651.6,93777.3,0,1,2,8,12,16,1017,50003,63203.7,94140.1
HLE,KR,PCE,AU,2021 S11 全球总决赛 入围赛,1,28.5,1,0,1,4,10,21,7,38,1097,60531,66315.5,52972.4,0,0,1,6,21,10,936,45164,27375.3,91928.2
INF,CR,LNG,CN,2021 S11 全球总决赛 入围赛,1,23.5,0,1,0,1,1,3,21,4,674,33627,36939.0,69409.1,0,2,9,21,3,25,835,49717,52440.7,53207.9
C9,US,GS,TR,2021 S11 全球总决赛 入围赛,1,28.0,1,0,1,2,9,22,9,53,979,59271,54289.6,74258.5,0,2,4,9,22,16,883,46795,49472.8,74764.4
DP,TR,NSR,AE,2021 TCL 冬季赛,2,55.7,0,2,0,1,1,12,24,25,1723,86093,76850.0,135172.0,2,7,20,24,12,55,1952,107703,89076.0,136480.0
5R,TR,FB,TR,2021 TCL 冬季赛,2,60.3,0,2,0,1,6,15,30,35,1812,94284,102457.0,149330.0,3,7,21,30,15,91,1866,114823,109822.0,160588.0
FB,TR,NSR,AE,2021 TCL 冬季赛,7,206.2,4,3,5,14,29,80,72,187,6711,353344,349755.0,558520.0,4,16,44,72,80,166,6850,366399,355965.0,557142.0
BJK,TR,GS,TR,2021 TCL 冬季赛,2,73.9,1,1,1,5,10,27,35,72,2355,125385,142673.0,188754.0,2,7,14,35,27,69,2269,130365,124791.0,210944.0
BJK,TR,SMB,TR,2021 TCL 冬季赛,2,63.1,1,1,1,2,7,18,14,35,2142,107076,85490.0,140758.0,0,2,1,14,18,29,2264,109003,81809.0,150746.0
AUR,TR,DP,TR,2021 TCL 冬季赛,2,55.1,0,2,0,2,2,15,46,30,1727,89551,95791.0,180094.0,2,6,22,46,15,103,1793,115333,133099.0,159718.0
AUR,TR,BJK,TR,2021 TCL 冬季赛,2,49.1,0,2,0,0,4,11,41,29,1413,75046,63440.0,151483.0,2,7,18,41,11,87,1669,102258,110577.0,125926.0
5R,TR,GAL,TR,2021 TCL 冬季赛,2,57.2,1,1,1,6,10,17,25,28,1828,95644,78860.0,147460.0,1,2,14,25,17,68,1844,101122,90367.0,139543.0
AUR,TR,NSR,AE,2021 TCL 冬季赛,2,47.9,0,2,0,1,3,16,38,29,1464,75631,61322.0,135784.0,2,6,15,38,16,81,1642,98872,95728.0,122996.0
5R,TR,IW,TR,2021 TCL 冬季赛,2,74.4,1,1,3,5,14,32,33,63,2207,132456,163149.0,223550.0,1,7,15,33,32,78,2239,128475,166433.0,224877.0
DP,TR,FB,TR,2021 TCL 冬季赛,3,88.3,2,1,3,6,23,56,34,112,2855,167701,151115.0,227856.0,2,6,14,34,56,83,2824,153082,133906.0,243044.0
GAL,TR,NSR,AE,2021 TCL 冬季赛,2,59.1,0,2,0,4,3,30,46,53,1717,96924,115613.0,205732.0,2,5,18,46,30,96,1792,115617,150810.0,184049.0
5R,TR,GS,TR,2021 TCL 冬季赛,2,66.0,0,2,0,1,5,8,24,13,2184,103884,76897.0,149557.0,2,7,16,24,8,55,2228,119544,98015.0,144424.0
IW,TR,NSR,AE,2021 TCL 冬季赛,2,59.3,2,0,3,7,19,36,14,74,1984,116055,110527.0,150585.0,0,1,4,14,36,33,1713,91056,77062.0,159833.0
GS,TR,IW,TR,2021 TCL 冬季赛,7,235.3,3,4,2,14,34,85,89,183,7406,392879,405665.0,612270.0,3,20,40,89,85,217,7140,394373,405303.0,604236.0
5R,TR,AUR,TR,2021 TCL 冬季赛,2,67.4,2,0,2,8,18,33,12,79,2408,128821,113220.0,145263.0,1,2,5,12,33,40,2168,107430,88671.0,167765.0
5R,TR,SMB,TR,2021 TCL 冬季赛,2,64.2,0,2,0,4,8,27,29,56,1970,107813,111764.0,177610.0,3,6,17,29,27,69,2037,119614,124154.0,176159.0
BJK,TR,DP,TR,2021 TCL 冬季赛,1,40.0,0,1,0,2,4,5,17,9,1274,62024,45189.0,99989.0,0,3,6,17,5,47,1325,70948,69943.0,88341.0
AUR,TR,FB,TR,2021 TCL 冬季赛,2,53.7,0,2,0,1,6,11,33,19,1625,82937,66485.0,147587.0,2,7,17,33,11,81,1879,106357,98258.0,125166.0
DP,TR,GAL,TR,2021 TCL 冬季赛,2,58.4,2,0,2,6,22,34,8,65,1931,113905,102643.0,134635.0,0,2,1,8,34,15,1860,87351,71116.0,151120.0
FB,TR,IW,TR,2021 TCL 冬季赛,6,191.6,1,5,2,10,18,68,108,190,5572,314878,376281.0,531523.0,7,19,51,108,69,289,5723,360638,406002.0,603860.0
GS,TR,SMB,TR,2021 TCL 冬季赛,2,61.8,0,2,0,0,5,14,43,33,1924,96059,85709.0,153260.0,2,8,15,43,14,113,2029,118787,116159.0,167747.0
DP,TR,IW,TR,2021 TCL 冬季赛,2,71.1,0,2,0,3,4,32,42,81,2172,118597,162172.0,239008.0,3,7,18,42,32,120,2220,135595,177736.0,231802.0
BJK,TR,NSR,AE,2021 TCL 冬季赛,2,59.2,1,1,1,3,10,22,26,49,2055,106299,113330.0,158193.0,2,6,7,26,22,60,1939,105491,98015.0,186676.0
FB,TR,GAL,TR,2021 TCL 冬季赛,2,63.2,0,2,0,4,6,12,30,27,1945,97850,67409.0,134989.0,1,6,16,30,12,84,2071,116004,94150.0,133247.0
DP,TR,GS,TR,2021 TCL 冬季赛,5,165.1,0,5,0,9,9,41,93,86,5072,257078,248169.0,441519.0,4,14,43,93,41,196,5527,309958,317590.0,435653.0
FB,TR,GS,TR,2021 TCL 冬季赛,2,61.6,1,1,2,6,8,23,38,45,1878,104920,120880.0,205576.0,1,3,12,38,23,108,1810,111513,140555.0,177860.0
DP,TR,SMB,TR,2021 TCL 冬季赛,2,61.6,0,2,1,2,6,16,35,44,1887,100437,102091.0,191324.0,1,8,15,35,16,93,2010,114915,137597.0,165209.0
NSR,AE,SMB,TR,2021 TCL 冬季赛,2,69.8,1,1,1,4,11,27,22,60,2132,118189,123525.0,184338.0,2,5,10,22,28,58,2132,116911,113100.0,184693.0
AUR,TR,GAL,TR,2021 TCL 冬季赛,2,47.2,0,2,1,1,2,11,37,27,1453,75212,58253.0,114565.0,0,6,15,37,11,80,1406,91702,77820.0,99504.0
AUR,TR,IW,TR,2021 TCL 冬季赛,2,56.5,0,2,0,3,6,10,42,21,1670,86121,82319.0,150099.0,2,5,18,42,10,99,1828,111556,109060.0,150427.0
FB,TR,SMB,TR,2021 TCL 冬季赛,7,221.9,3,4,4,15,36,96,125,232,6826,385332,440294.0,618329.0,7,18,48,124,96,308,6814,403679,403656.0,640900.0
5R,TR,DP,TR,2021 TCL 冬季赛,1,34.8,0,1,0,1,4,9,18,22,1104,56639,52487.0,86200.0,1,4,8,18,9,56,1104,62400,67419.0,100197.0
5R,TR,BJK,TR,2021 TCL 冬季赛,2,70.0,1,1,0,4,10,26,30,73,2217,119954,120607.0,185593.0,2,7,12,30,26,68,2295,125475,123812.0,187861.0
GAL,TR,IW,TR,2021 TCL 冬季赛,1,33.3,0,1,0,2,0,8,23,21,953,49162,53763.0,96400.0,2,3,11,23,8,61,1176,68666,64789.0,96202.0
AUR,TR,GS,TR,2021 TCL 冬季赛,2,53.0,0,2,0,2,4,8,36,16,1597,78544,53354.0,145694.0,2,5,21,36,8,69,1873,110094,105722.0,95316.0
BJK,TR,FB,TR,2021 TCL 冬季赛,2,63.3,0,2,0,5,7,19,32,39,2065,105773,112405.0,171618.0,3,4,15,32,19,90,2074,118354,103924.0,163289.0
5R,TR,NSR,AE,2021 TCL 冬季赛,2,68.1,1,1,2,5,10,27,25,67,2189,117809,126272.0,188340.0,1,4,13,25,27,55,2202,118584,134518.0,197059.0
AUR,TR,SMB,TR,2021 TCL 冬季赛,2,71.7,0,2,0,4,9,28,42,83,1924,115609,156279.0,240311.0,4,7,20,42,28,113,2175,135602,172747.0,218438.0
GAL,TR,GS,TR,2021 TCL 冬季赛,2,74.9,0,2,1,6,3,18,42,52,2155,115001,106402.0,225735.0,3,7,20,42,18,88,2415,142820,165504.0,173982.0
GS,TR,NSR,AE,2021 TCL 冬季赛,1,39.8,0,1,2,0,5,11,19,34,1212,68092,71661.0,123662.0,1,6,9,19,11,62,1289,75866,87972.0,119151.0
GAL,TR,SMB,TR,2021 TCL 冬季赛,2,71.7,0,2,0,3,7,14,45,27,2265,114047,85484.0,194098.0,4,8,19,45,15,99,2251,136365,132978.0,164149.0
BJK,TR,GAL,TR,2021 TCL 冬季赛,2,63.5,2,0,1,7,16,39,28,81,1974,117232,123214.0,174148.0,2,3,5,28,39,68,1827,106275,115444.0,179648.0
BJK,TR,IW,TR,2021 TCL 冬季赛,2,62.1,1,1,1,5,9,25,29,77,1958,108165,113748.0,151174.0,1,3,13,29,25,76,2059,114384,99435.0,182260.0
IW,TR,SMB,TR,2021 TCL 冬季赛,2,62.5,1,1,2,4,14,26,25,73,1952,110490,80864.0,166872.0,1,5,11,25,26,68,1986,108745,92609.0,133335.0
DP,TR,NSR,AE,2021 TCL 夏季赛,2,60.7,0,2,0,2,4,15,29,39,1963,96954,87218.0,151494.0,2,7,16,29,15,57,2148,116896,104675.0,141495.0
5R,TR,FB,TR,2021 TCL 夏季赛,2,61.0,2,0,2,6,17,36,7,112,2079,118635,117078.0,122662.0,0,3,2,7,36,19,1926,91654,77018.0,170607.0
FB,TR,NSR,AE,2021 TCL 夏季赛,2,70.7,1,1,2,3,11,31,27,77,2202,124486,144792.0,187346.0,1,7,13,27,31,78,2240,122837,127584.0,205013.0
BJK,TR,GS,TR,2021 TCL 夏季赛,6,200.4,1,5,1,14,18,61,113,95,6211,326591,390147.0,602074.0,9,15,51,113,62,263,6636,382819,454675.0,596922.0
BJK,TR,SMB,TR,2021 TCL 夏季赛,5,170.4,2,3,3,17,31,92,92,215,5146,305861,432455.0,588548.0,5,7,36,92,92,197,5189,311809,448969.0,577286.0
AUR,TR,DP,TR,2021 TCL 夏季赛,2,58.4,0,2,1,1,3,8,34,16,1884,90377,89382.0,172603.0,0,8,19,34,9,85,1980,111457,128949.0,150311.0
AUR,TR,BJK,TR,2021 TCL 夏季赛,2,64.6,0,2,0,2,3,12,27,29,2085,102262,88841.0,161382.0,2,7,18,27,12,67,2408,125558,108281.0,148928.0
