player_name,team,region,matchType,position,kills,deaths,assists,CS,gold,damage,tanking,matches_played,matches_won,minutes_played,matches_lose,win_rate,kills_per_game,deaths_per_game,assists_per_game,CS_per_minute,gold_per_minute,damage_per_game,tanking_per_game,KDA
Beyond,MVP,KR,2017亚洲对抗赛,JUG,7,4,18,424,31468,27183.0,70289.0,2,1,93.1,1,0.5,3.5,2.0,9.0,4.55,338.0,13591.5,35144.5,6.25
Clearlove7,EDG,CN,2017亚洲对抗赛,JUG,10,9,25,646,53332,42996.0,149514.0,4,1,169.8,3,0.25,2.5,2.25,6.25,3.8,314.09,10749.0,37378.5,3.889
Condi,WE,CN,2017亚洲对抗赛,JUG,7,5,13,430,31136,20690.0,84441.0,3,1,96.7,2,0.3333,2.33,1.67,4.33,4.45,321.99,6896.67,28147.0,4.0
Jiekou,OMG,CN,2017亚洲对抗赛,JUG,6,13,17,622,47515,42348.0,110375.0,4,1,151.8,3,0.25,1.5,3.25,4.25,4.1,313.01,10587.0,27593.75,1.769
Karsa,FW,TW,2017亚洲对抗赛,JUG,1,6,7,158,10950,8797.0,53304.0,1,0,37.8,1,0.0,1.0,6.0,7.0,4.18,289.68,8797.0,53304.0,1.333
Mlxg,RNG,CN,2017亚洲对抗赛,JUG,8,11,25,403,34304,28445.0,95074.0,3,2,103.9,1,0.6667,2.67,3.67,8.33,3.88,330.16,9481.67,31691.33,3.0
Peanut,T1,KR,2017亚洲对抗赛,JUG,3,0,7,132,10597,10542.0,14084.0,1,1,25.6,0,1.0,3.0,0.0,7.0,5.16,413.95,10542.0,14084.0,10.0
Score,KT,KR,2017亚洲对抗赛,JUG,4,4,1,179,11913,9737.0,30883.0,1,0,38.2,1,0.0,4.0,4.0,1.0,4.69,311.86,9737.0,30883.0,1.25
Ambition,LCK,KR,2017全明星赛,JUG,3,19,23,748,48860,33936.0,168231.0,4,1,158.5,3,0.25,0.75,4.75,5.75,4.72,308.26,8484.0,42057.75,1.368
Jankos,LEC,EU,2017全明星赛,JUG,2,5,1,123,8161,5434.0,25352.0,1,0,27.8,1,0.0,2.0,5.0,1.0,4.42,293.56,5434.0,25352.0,0.6
Karsa,LMS,TW,2017全明星赛,JUG,5,3,17,386,26601,12731.0,60292.0,2,2,74.4,0,1.0,2.5,1.5,8.5,5.19,357.54,6365.5,30146.0,7.333
Levi,GPL,VN,2017全明星赛,JUG,12,10,18,668,41125,34110.0,90469.0,4,2,112.1,2,0.5,3.0,2.5,4.5,5.96,366.86,8527.5,22617.25,3.0
Mikeyeung,LCS,US,2017全明星赛,JUG,2,4,4,126,10796,6918.0,24502.0,1,0,34.3,1,0.0,2.0,4.0,4.0,3.67,314.75,6918.0,24502.0,1.5
Mlxg,LPL,CN,2017全明星赛,JUG,10,20,40,1206,82255,67928.0,227625.0,5,3,245.4,2,0.6,2.0,4.0,8.0,4.91,335.19,13585.6,45525.0,2.5
Revolta,巴西,BR,2017全明星赛,JUG,2,8,2,229,14953,9433.0,51669.0,2,0,55.9,2,0.0,1.0,4.0,1.0,4.1,267.5,4716.5,25834.5,0.5
Stomaged,土耳其,TR,2017全明星赛,JUG,1,10,2,191,13134,7847.0,43462.0,2,0,52.2,2,0.0,0.5,5.0,1.0,3.66,251.61,3923.5,21731.0,0.3
Broxah,FNC,EU,2017欧美对抗赛,JUG,9,10,15,381,31724,21932.0,66641.0,3,1,100.3,2,0.3333,3.0,3.33,5.0,3.8,316.29,7310.67,22213.67,2.4
Contractz,C9,US,2017欧美对抗赛,JUG,7,8,17,521,37880,33913.0,91904.0,3,1,116.1,2,0.3333,2.33,2.67,5.67,4.49,326.27,11304.33,30634.67,3.0
Mikeyeung,P1,US,2017欧美对抗赛,JUG,7,7,33,476,36866,31215.0,89066.0,3,2,103.6,1,0.6667,2.33,2.33,11.0,4.59,355.85,10405.0,29688.67,5.714
Svenskeren,TSM,US,2017欧美对抗赛,JUG,13,5,20,465,40614,53881.0,96805.0,3,2,113.9,1,0.6667,4.33,1.67,6.67,4.08,356.58,17960.33,32268.33,6.6
Trick,G2,EU,2017欧美对抗赛,JUG,4,11,21,543,38447,39865.0,102464.0,3,0,119.4,3,0.0,1.33,3.67,7.0,4.55,322.0,13288.33,34154.67,2.273
Xerxe,UOL,RU,2017欧美对抗赛,JUG,6,16,28,852,57388,33196.0,143139.0,6,1,187.8,5,0.1667,1.0,2.67,4.67,4.54,305.58,5532.67,23856.5,2.125
Gilius,GIA,EU,2018 EU LCS 春季升降级赛,JUG,5,14,50,1002,84435,59433.0,216592.0,9,6,269.1,3,0.6667,0.56,1.56,5.56,3.72,313.77,6603.67,24065.78,3.929
Memento,S04,EU,2018 EU LCS 春季升降级赛,JUG,5,12,29,663,55391,46645.0,119718.0,5,3,176.7,2,0.6,1.0,2.4,5.8,3.75,313.47,9329.0,23943.6,2.833
Shook,NIP,EU,2018 EU LCS 春季升降级赛,JUG,9,2,30,448,35897,24111.0,89589.0,3,3,99.1,0,1.0,3.0,0.67,10.0,4.52,362.23,8037.0,29863.0,13.0
Ambition,GEN,KR,2018 LCK S8资格赛,JUG,4,4,5,464,26735,12224.0,67632.0,3,1,84.5,2,0.3333,1.33,1.33,1.67,5.49,316.39,4074.67,22544.0,2.25
Haru,GEN,KR,2018 LCK S8资格赛,JUG,16,13,63,2027,122933,76789.0,274496.0,10,8,358.1,2,0.8,1.6,1.3,6.3,5.66,343.29,7678.9,27449.6,6.077
Kuma,EEW,KR,2018 LCK 升降级赛,JUG,3,8,14,456,29894,13045.0,84515.0,3,1,111.9,2,0.3333,1.0,2.67,4.67,4.08,267.15,4348.33,28171.67,2.125
Tarzan,GRF,KR,2018 LCK 升降级赛,JUG,1,0,17,389,23876,9594.0,43704.0,2,2,74.7,0,1.0,0.5,0.0,8.5,5.21,319.63,4797.0,21852.0,9.0
Bono,BBQ,KR,2018 LCK 春季升降级赛,JUG,1,3,21,266,21655,10942.0,52947.0,2,2,60.8,0,1.0,0.5,1.5,10.5,4.38,356.17,5471.0,26473.5,7.333
Malrang,EEW,KR,2018 LCK 春季升降级赛,JUG,3,6,10,266,22076,22697.0,57199.0,2,1,75.0,1,0.5,1.5,3.0,5.0,3.55,294.35,11348.5,28599.5,2.167
Punch,KDM,KR,2018 LCK 春季升降级赛,JUG,5,7,28,1203,89324,39935.0,184922.0,7,5,281.0,2,0.7143,0.71,1.0,4.0,4.28,317.88,5705.0,26417.43,4.714
Winged,CJE,KR,2018 LCK 春季升降级赛,JUG,3,3,11,572,37553,23012.0,98963.0,3,1,122.2,2,0.3333,1.0,1.0,3.67,4.68,307.31,7670.67,32987.67,4.667
Ambition,GEN,KR,2018 LCK夏季赛,JUG,18,25,55,2501,150446,79598.0,391647.0,14,7,498.4,7,0.5,1.29,1.79,3.93,5.02,301.86,5685.57,27974.79,2.92
Blank,T1,KR,2018 LCK夏季赛,JUG,21,35,85,2870,181534,107633.0,454431.0,17,6,590.5,11,0.3529,1.24,2.06,5.0,4.86,307.42,6331.35,26731.24,3.029
Blossom,T1,KR,2018 LCK夏季赛,JUG,4,7,1,361,17243,16074.0,39788.0,2,0,53.3,2,0.0,2.0,3.5,0.5,6.77,323.51,8037.0,19894.0,0.714
Bono,bbq,KR,2018 LCK夏季赛,JUG,2,15,19,526,33387,18998.0,78973.0,3,0,114.4,3,0.0,0.67,5.0,6.33,4.6,291.84,6332.67,26324.33,1.4
Cuzz,DRX,KR,2018 LCK夏季赛,JUG,1,11,13,1197,55860,29006.0,113591.0,5,1,164.6,4,0.2,0.2,2.2,2.6,7.27,339.37,5801.2,22718.2,1.273
Haru,GEN,KR,2018 LCK夏季赛,JUG,28,23,48,2250,132141,95119.0,276593.0,11,7,374.3,4,0.6364,2.55,2.09,4.36,6.01,353.03,8647.18,25144.82,3.304
Kakao,JAG,KR,2018 LCK夏季赛,JUG,0,3,2,245,13191,3002.0,34761.0,2,0,50.1,2,0.0,0.0,1.5,1.0,4.89,263.29,1501.0,17380.5,0.667
Mowgli,KDF,KR,2018 LCK夏季赛,JUG,8,13,43,1538,95206,71974.0,274142.0,8,4,327.0,4,0.5,1.0,1.63,5.38,4.7,291.15,8996.75,34267.75,3.923
Peanut,DRX,KR,2018 LCK夏季赛,JUG,38,22,95,2915,174273,123642.0,319501.0,14,12,467.1,2,0.8571,2.71,1.57,6.79,6.24,373.1,8831.57,22821.5,6.045
Rush,KT,KR,2018 LCK夏季赛,JUG,9,10,18,593,38475,30337.0,81319.0,3,2,111.2,1,0.6667,3.0,3.33,6.0,5.33,346.0,10112.33,27106.33,2.7
Score,KT,KR,2018 LCK夏季赛,JUG,21,35,65,2714,171015,106911.0,411735.0,15,10,539.0,5,0.6667,1.4,2.33,4.33,5.04,317.28,7127.4,27449.0,2.457
Seonghwan,HLE,KR,2018 LCK夏季赛,JUG,27,41,105,3114,205674,105131.0,534856.0,20,11,672.6,9,0.55,1.35,2.05,5.25,4.63,305.79,5256.55,26742.8,3.22
Spirit,KDF,KR,2018 LCK夏季赛,JUG,49,44,135,5008,313560,224959.0,659296.0,27,15,995.4,12,0.5556,1.81,1.63,5.0,5.03,315.01,8331.81,24418.37,4.182
Tarzan,GRF,KR,2018 LCK夏季赛,JUG,42,34,141,4034,262959,209291.0,656302.0,23,12,838.5,11,0.5217,1.83,1.48,6.13,4.81,313.61,9099.61,28534.87,5.382
Trick,bbq,KR,2018 LCK夏季赛,JUG,28,37,90,3186,195689,111784.0,498422.0,19,5,637.8,14,0.2632,1.47,1.95,4.74,5.0,306.82,5883.37,26232.74,3.189
Umti,JAG,KR,2018 LCK夏季赛,JUG,16,39,76,2704,171542,131508.0,401224.0,16,5,578.0,11,0.3125,1.0,2.44,4.75,4.68,296.79,8219.25,25076.5,2.359
Yondu,MVP,KR,2018 LCK夏季赛,JUG,32,45,79,3208,198491,101714.0,427960.0,20,5,680.3,15,0.25,1.6,2.25,3.95,4.72,291.77,5085.7,21398.0,2.467
Ambition,GEN,KR,2018 LCK春季赛,JUG,18,42,71,3478,200512,110510.0,603940.0,17,10,638.9,7,0.5882,1.06,2.47,4.18,5.44,313.84,6500.59,35525.88,2.119
Beyond,MVP,KR,2018 LCK春季赛,JUG,20,53,104,3722,216922,141447.0,563963.0,19,6,689.1,13,0.3158,1.05,2.79,5.47,5.4,314.79,7444.58,29682.26,2.34
Blank,T1,KR,2018 LCK春季赛,JUG,21,41,92,2840,181893,103881.0,517571.0,16,6,593.5,10,0.375,1.31,2.56,5.75,4.79,306.48,6492.56,32348.19,2.756
Blossom,T1,KR,2018 LCK春季赛,JUG,8,22,46,1682,99887,63774.0,263452.0,8,5,322.3,3,0.625,1.0,2.75,5.75,5.22,309.92,7971.75,32931.5,2.455
Bono,BBQ,KR,2018 LCK春季赛,JUG,6,6,22,723,47176,48208.0,100144.0,3,1,128.9,2,0.3333,2.0,2.0,7.33,5.61,365.99,16069.33,33381.33,4.667
Cuzz,DRX,KR,2018 LCK春季赛,JUG,8,5,7,421,29005,19601.0,66579.0,2,2,82.1,0,1.0,4.0,2.5,3.5,5.13,353.29,9800.5,33289.5,3.0
Haru,GEN,KR,2018 LCK春季赛,JUG,3,10,9,779,42525,20967.0,91160.0,4,2,127.7,2,0.5,0.75,2.5,2.25,6.1,333.01,5241.75,22790.0,1.2
Mightybear,HLE,KR,2018 LCK春季赛,JUG,0,2,4,182,12631,3545.0,43134.0,1,0,44.4,1,0.0,0.0,2.0,4.0,4.1,284.48,3545.0,43134.0,2.0
Mowgli,KDF,KR,2018 LCK春季赛,JUG,10,9,36,1414,88511,43298.0,220838.0,8,4,277.9,4,0.5,1.25,1.13,4.5,5.09,318.5,5412.25,27604.75,5.111
Peanut,DRX,KR,2018 LCK春季赛,JUG,51,31,146,4834,285477,184309.0,636533.0,21,15,792.2,6,0.7143,2.43,1.48,6.95,6.1,360.36,8776.62,30311.1,6.355
Raise,KDM,KR,2018 LCK春季赛,JUG,21,46,71,2681,174785,115522.0,572702.0,16,5,594.4,11,0.3125,1.31,2.88,4.44,4.51,294.05,7220.13,35793.88,2.0
Rush,KT,KR,2018 LCK春季赛,JUG,2,3,6,394,21437,9185.0,49386.0,2,1,60.7,1,0.5,1.0,1.5,3.0,6.49,353.16,4592.5,24693.0,2.667
Score,KT,KR,2018 LCK春季赛,JUG,39,36,141,4728,288758,178600.0,726359.0,24,15,879.9,9,0.625,1.63,1.5,5.88,5.37,328.17,7441.67,30264.96,5.0
Seonghwan,HLE,KR,2018 LCK春季赛,JUG,27,42,124,3752,237408,154761.0,625759.0,21,13,745.0,8,0.619,1.29,2.0,5.9,5.04,318.67,7369.57,29798.05,3.595
Spirit,KDF,KR,2018 LCK春季赛,JUG,26,27,80,4223,245431,125665.0,489649.0,17,11,702.4,6,0.6471,1.53,1.59,4.71,6.01,349.42,7392.06,28802.88,3.926
Trick,BBQ,KR,2018 LCK春季赛,JUG,19,46,90,3628,225750,99112.0,627965.0,19,7,740.4,12,0.3684,1.0,2.42,4.74,4.9,304.9,5216.42,33050.79,2.37
U Jun,KDM,KR,2018 LCK春季赛,JUG,1,14,24,795,48484,26006.0,130088.0,5,0,174.0,5,0.0,0.2,2.8,4.8,4.57,278.64,5201.2,26017.6,1.786
Umti,JAG,KR,2018 LCK春季赛,JUG,30,52,140,4223,258485,154114.0,631958.0,21,10,818.6,11,0.4762,1.43,2.48,6.67,5.16,315.76,7338.76,30093.24,3.269
Wolf,T1,KR,2018 LCK春季赛,JUG,9,9,20,881,62650,25999.0,138483.0,3,1,193.4,2,0.3333,3.0,3.0,6.67,4.56,323.94,8666.33,46161.0,3.222
Akaadian,OPT,US,2018 LCS 北美夏季赛,JUG,14,14,31,1898,107647,84764.0,229593.0,8,4,316.1,4,0.5,1.75,1.75,3.88,6.0,340.55,10595.5,28699.13,3.214
Anda,100,US,2018 LCS 北美夏季赛,JUG,30,43,77,3033,192890,141834.0,434550.0,16,5,605.5,11,0.3125,1.88,2.69,4.81,5.01,318.56,8864.63,27159.38,2.488
Blaber,C9,US,2018 LCS 北美夏季赛,JUG,13,9,29,772,47789,48239.0,121079.0,4,3,131.2,1,0.75,3.25,2.25,7.25,5.88,364.25,12059.75,30269.75,4.667
Contractz,GG,US,2018 LCS 北美夏季赛,JUG,21,36,40,1468,92071,90698.0,223827.0,8,2,286.0,6,0.25,2.63,4.5,5.0,5.13,321.93,11337.25,27978.38,1.694
Dardoch,FOX,US,2018 LCS 北美夏季赛,JUG,24,31,50,1519,97969,88927.0,222614.0,9,4,291.7,5,0.4444,2.67,3.44,5.56,5.21,335.86,9880.78,24734.89,2.387
Gate,OPT,US,2018 LCS 北美夏季赛,JUG,0,2,0,14,7002,1113.0,7436.0,1,0,31.7,1,0.0,0.0,2.0,0.0,0.44,220.88,1113.0,7436.0,0.0
Grig,TSM,US,2018 LCS 北美夏季赛,JUG,26,37,109,3166,209090,103679.0,526549.0,20,10,677.8,10,0.5,1.3,1.85,5.45,4.67,308.48,5183.95,26327.45,3.649
Lira,CG,US,2018 LCS 北美夏季赛,JUG,16,23,41,1564,99718,70310.0,253324.0,8,3,321.8,5,0.375,2.0,2.88,5.13,4.86,309.88,8788.75,31665.5,2.478
Meteos,100,US,2018 LCS 北美夏季赛,JUG,3,7,8,314,20533,11736.0,47695.0,2,1,65.1,1,0.5,1.5,3.5,4.0,4.82,315.41,5868.0,23847.5,1.571
Moon,CG,US,2018 LCS 北美夏季赛,JUG,2,1,0,119,7481,1715.0,20184.0,1,0,27.1,1,0.0,2.0,1.0,0.0,4.39,276.05,1715.0,20184.0,2.0
Reignover,CLG,US,2018 LCS 北美夏季赛,JUG,15,23,54,1554,99699,70388.0,219459.0,9,3,314.3,6,0.3333,1.67,2.56,6.0,4.94,317.21,7820.89,24384.33,3.0
Santorin,FLY,US,2018 LCS 北美夏季赛,JUG,38,33,70,2283,151671,113852.0,414377.0,14,3,487.0,11,0.2143,2.71,2.36,5.0,4.69,311.44,8132.29,29598.36,3.273
Svenskeren,C9,US,2018 LCS 北美夏季赛,JUG,7,20,31,1027,64824,50916.0,176712.0,5,1,204.7,4,0.2,1.4,4.0,6.2,5.02,316.68,10183.2,35342.4,1.9
Xmithie,TL,US,2018 LCS 北美夏季赛,JUG,25,29,80,2133,133871,93626.0,338423.0,12,8,401.1,4,0.6667,2.08,2.42,6.67,5.32,333.76,7802.17,28201.92,3.621
Akaadian,OPT,US,2018 LCS 北美春季赛,JUG,9,17,49,1760,112055,57909.0,342379.0,9,2,382.3,7,0.2222,1.0,1.89,5.44,4.6,293.11,6434.33,38042.11,3.412
Anda,FLY,US,2018 LCS 北美春季赛,JUG,4,17,49,1492,87190,47935.0,294455.0,8,3,288.9,5,0.375,0.5,2.13,6.13,5.16,301.8,5991.88,36806.88,3.118
Contractz,GG,US,2018 LCS 北美春季赛,JUG,13,23,22,1320,81302,64088.0,234236.0,8,1,279.5,7,0.125,1.63,2.88,2.75,4.72,290.88,8011.0,29279.5,1.522
Dardoch,FOX,US,2018 LCS 北美春季赛,JUG,21,21,63,1764,113766,85304.0,346004.0,9,5,356.2,4,0.5556,2.33,2.33,7.0,4.95,319.39,9478.22,38444.89,4.0
Lira,CG,US,2018 LCS 北美春季赛,JUG,27,27,71,3609,204248,113356.0,559644.0,18,8,639.4,10,0.4444,1.5,1.5,3.94,5.64,319.44,6297.56,31091.33,3.63
Meteos,100,US,2018 LCS 北美春季赛,JUG,8,18,49,1643,103904,51160.0,312015.0,9,5,349.8,4,0.5556,0.89,2.0,5.44,4.7,297.04,5684.44,34668.33,3.167
Mikeyeung,TSM,US,2018 LCS 北美春季赛,JUG,9,21,45,1469,98466,63838.0,287946.0,8,3,320.6,5,0.375,1.13,2.63,5.63,4.58,307.13,7979.75,35993.25,2.571
Reignover,CLG,US,2018 LCS 北美春季赛,JUG,9,24,67,1696,107724,71067.0,363569.0,9,4,362.8,5,0.4444,1.0,2.67,7.44,4.67,296.92,7896.33,40396.56,3.167
Shrimp,FLY,US,2018 LCS 北美春季赛,JUG,1,5,3,200,11656,6149.0,36655.0,1,0,43.6,1,0.0,1.0,5.0,3.0,4.59,267.34,6149.0,36655.0,0.8
Svenskeren,C9,US,2018 LCS 北美春季赛,JUG,17,32,59,2154,132350,92119.0,385148.0,11,5,413.9,6,0.4545,1.55,2.91,5.36,5.2,319.76,8374.45,35013.45,2.375
Xmithie,TL,US,2018 LCS 北美春季赛,JUG,25,27,130,2832,175711,102420.0,435367.0,17,11,515.9,6,0.6471,1.47,1.59,7.65,5.49,340.59,6024.71,25609.82,5.741
Amazing,S04,EU,2018 LCS 欧洲夏季赛,JUG,26,43,95,2340,162051,104482.0,395980.0,15,9,523.9,6,0.6,1.73,2.87,6.33,4.47,309.32,6965.47,26398.67,2.814
Broxah,FNC,EU,2018 LCS 欧洲夏季赛,JUG,30,11,88,1927,132945,73769.0,270030.0,13,10,379.4,3,0.7692,2.31,0.85,6.77,5.08,350.41,5674.54,20771.54,9.077
Caedrel,H2K,EU,2018 LCS 欧洲夏季赛,JUG,7,15,28,666,42556,35029.0,102760.0,4,1,133.5,3,0.25,1.75,3.75,7.0,4.99,318.77,8757.25,25690.0,2.333
Djoko,GIA,EU,2018 LCS 欧洲夏季赛,JUG,25,17,44,1567,103019,87705.0,226293.0,9,3,331.0,6,0.3333,2.78,1.89,4.89,4.73,311.24,9745.0,25143.67,4.059
Gilius,VIT,EU,2018 LCS 欧洲夏季赛,JUG,6,15,38,795,53264,38999.0,126498.0,6,3,175.4,3,0.5,1.0,2.5,6.33,4.53,303.67,6499.83,21083.0,2.933
Jankos,G2,EU,2018 LCS 欧洲夏季赛,JUG,13,25,57,1085,81841,44062.0,194700.0,9,4,278.3,5,0.4444,1.44,2.78,6.33,3.9,294.07,4895.78,21633.33,2.8
Kikis,VIT,EU,2018 LCS 欧洲夏季赛,JUG,4,6,31,507,33844,28581.0,100288.0,3,2,106.7,1,0.6667,1.33,2.0,10.33,4.75,317.19,9527.0,33429.33,5.833
Kold,UOL,RU,2018 LCS 欧洲夏季赛,JUG,17,20,52,1316,86280,63570.0,174835.0,9,4,271.9,5,0.4444,1.89,2.22,5.78,4.84,317.32,7063.33,19426.11,3.45
Maxlore,MSF,EU,2018 LCS 欧洲夏季赛,JUG,50,40,108,3650,226589,179688.0,427524.0,20,12,640.4,8,0.6,2.5,2.0,5.4,5.7,353.82,8984.4,21376.2,3.95
Memento,ROC,EU,2018 LCS 欧洲夏季赛,JUG,30,22,46,1456,104298,73284.0,256333.0,9,3,320.2,6,0.3333,3.33,2.44,5.11,4.55,325.73,8142.67,28481.44,3.455
Shook,H2K,EU,2018 LCS 欧洲夏季赛,JUG,7,14,15,841,50513,33396.0,124868.0,5,0,169.1,5,0.0,1.4,2.8,3.0,4.97,298.72,6679.2,24973.6,1.571
Xerxe,MDK,EU,2018 LCS 欧洲夏季赛,JUG,14,16,47,1536,98827,56936.0,231704.0,9,4,322.6,5,0.4444,1.56,1.78,5.22,4.76,306.35,6326.22,25744.89,3.813
Broxah,FNC,EU,2018 LCS 欧洲春季赛,JUG,10,9,68,1656,111251,56641.0,263886.0,9,6,359.6,3,0.6667,1.11,1.0,7.56,4.61,309.37,6293.44,29320.67,8.667
Djoko,GIA,EU,2018 LCS 欧洲春季赛,JUG,7,19,40,1210,77529,40519.0,245550.0,8,3,267.2,5,0.375,0.88,2.38,5.0,4.53,290.15,5064.88,30693.75,2.474
Gilius,VIT,EU,2018 LCS 欧洲春季赛,JUG,17,38,70,2138,143803,94713.0,474993.0,13,6,487.6,7,0.4615,1.31,2.92,5.38,4.38,294.92,7285.62,36537.92,2.289
Jankos,G2,EU,2018 LCS 欧洲春季赛,JUG,17,18,66,2333,145105,74739.0,428948.0,12,5,465.9,7,0.4167,1.42,1.5,5.5,5.01,311.45,6228.25,35745.67,4.611
Kold,UOL,RU,2018 LCS 欧洲春季赛,JUG,14,20,64,2022,119648,84028.0,326686.0,9,3,377.0,6,0.3333,1.56,2.22,7.11,5.36,317.37,9336.44,36298.44,3.9
Maxlore,MSF,EU,2018 LCS 欧洲春季赛,JUG,19,18,40,1895,112489,78468.0,308211.0,9,3,348.6,6,0.3333,2.11,2.0,4.44,5.44,322.69,8718.67,34245.67,3.278
Memento,ROC,EU,2018 LCS 欧洲春季赛,JUG,17,12,58,1674,111774,65130.0,276296.0,9,6,345.3,3,0.6667,1.89,1.33,6.44,4.85,323.7,7236.67,30699.56,6.25
Pride,S04,EU,2018 LCS 欧洲春季赛,JUG,14,18,41,1726,107402,74927.0,297672.0,9,3,344.0,6,0.3333,1.56,2.0,4.56,5.02,312.22,8325.22,33074.67,3.056
Santorin,H2K,EU,2018 LCS 欧洲春季赛,JUG,1,5,4,436,27663,12021.0,72416.0,3,0,99.9,3,0.0,0.33,1.67,1.33,4.36,276.91,4007.0,24138.67,1.0
Shook,H2K,EU,2018 LCS 欧洲春季赛,JUG,10,27,47,1730,116467,68588.0,367419.0,11,6,402.9,5,0.5455,0.91,2.45,4.27,4.29,289.07,6235.27,33401.73,2.111
Xerxe,MDK,EU,2018 LCS 欧洲春季赛,JUG,17,25,100,3024,198427,106939.0,529927.0,18,9,684.4,9,0.5,0.94,1.39,5.56,4.42,289.93,5941.06,29440.39,4.68
Grig,TSM,US,2018 LCS北美S8资格赛,JUG,2,11,21,491,30881,19776.0,118642.0,3,0,108.8,3,0.0,0.67,3.67,7.0,4.51,283.83,6592.0,39547.33,2.091
Lira,CG,US,2018 LCS北美S8资格赛,JUG,2,12,10,439,26057,20373.0,71693.0,3,0,94.5,3,0.0,0.67,4.0,3.33,4.65,275.74,6791.0,23897.67,1.0
Jankos,G2,EU,2018 LCS欧洲S8资格赛,JUG,9,7,25,678,44595,24467.0,89447.0,4,3,136.3,1,0.75,2.25,1.75,6.25,4.97,327.18,6116.75,22361.75,4.857
Maxlore,MSF,EU,2018 LCS欧洲S8资格赛,JUG,10,11,27,1258,66389,66709.0,135132.0,5,2,183.5,3,0.4,2.0,2.2,5.4,6.86,361.79,13341.8,27026.4,3.364
Afang,BJO,CN,2018 LDL 夏季赛,JUG,1,6,2,266,8448,8230.0,22100.0,1,0,31.4,1,0.0,1.0,6.0,2.0,8.47,269.04,8230.0,22100.0,0.5
Aix,Unlimited Potential,CN,2018 LDL 夏季赛,JUG,50,55,178,4875,222524,159310.0,552441.0,20,11,735.9,9,0.55,2.5,2.75,8.9,6.62,302.38,7965.5,27622.05,4.145
Axiu,LGDY,CN,2018 LDL 夏季赛,JUG,14,28,71,1784,86547,53259.0,203874.0,8,6,273.3,2,0.75,1.75,3.5,8.88,6.53,316.67,6657.38,25484.25,3.036
Ayuny,SYX,CN,2018 LDL 夏季赛,JUG,18,42,75,2042,124793,107026.0,308573.0,12,4,400.3,8,0.3333,1.5,3.5,6.25,5.1,311.75,8918.83,25714.42,2.214
Bademan,PRW,CN,2018 LDL 夏季赛,JUG,25,55,119,2311,156645,130602.0,323270.0,17,7,512.2,10,0.4118,1.47,3.24,7.0,4.51,305.83,7682.47,19015.88,2.618
Bdao,TESC,CN,2018 LDL 夏季赛,JUG,21,25,58,1499,87968,69013.0,202542.0,10,5,289.5,5,0.5,2.1,2.5,5.8,5.18,303.86,6901.3,20254.2,3.16
Bear,ALY,CN,2018 LDL 夏季赛,JUG,11,8,19,558,35364,32901.0,73204.0,3,2,95.2,1,0.6667,3.67,2.67,6.33,5.86,371.47,10967.0,24401.33,3.75
Brave,EDGY,CN,2018 LDL 夏季赛,JUG,37,29,98,2731,163041,115280.0,396891.0,13,6,490.6,7,0.4615,2.85,2.23,7.54,5.57,332.33,8867.69,30530.08,4.655
Burgess,LPY,CN,2018 LDL 夏季赛,JUG,17,37,59,1549,97531,79788.0,241544.0,10,2,316.2,8,0.2,1.7,3.7,5.9,4.9,308.45,7978.8,24154.4,2.054
Candy,LPY,CN,2018 LDL 夏季赛,JUG,7,23,23,572,30976,33964.0,90599.0,4,0,109.5,4,0.0,1.75,5.75,5.75,5.22,282.89,8491.0,22649.75,1.304
Catjungle,OMD,CN,2018 LDL 夏季赛,JUG,27,29,38,1540,90542,91860.0,182879.0,8,3,251.4,5,0.375,3.38,3.63,4.75,6.13,360.15,11482.5,22859.88,2.241
Deemo,VT,CN,2018 LDL 夏季赛,JUG,33,55,106,2280,145430,140582.0,338425.0,14,7,441.7,7,0.5,2.36,3.93,7.57,5.16,329.25,10041.57,24173.21,2.527
Ending,LPY,CN,2018 LDL 夏季赛,JUG,6,2,14,260,20163,7995.0,48153.0,2,2,54.9,0,1.0,3.0,1.0,7.0,4.74,367.27,3997.5,24076.5,10.0
Fishball,VTG,CN,2018 LDL 夏季赛,JUG,2,2,8,159,11069,4840.0,24607.0,1,1,31.3,0,1.0,2.0,2.0,8.0,5.08,353.64,4840.0,24607.0,5.0
Freedoom,SHG,CN,2018 LDL 夏季赛,JUG,27,40,55,2089,121577,108253.0,272880.0,12,2,385.8,10,0.1667,2.25,3.33,4.58,5.41,315.13,9021.08,22740.0,2.05
Fxz,ME,CN,2018 LDL 夏季赛,JUG,12,24,89,1696,92260,96547.0,217572.0,8,6,309.6,2,0.75,1.5,3.0,11.13,5.48,298.0,12068.38,27196.5,4.208
Guyuexin,Tyloo,CN,2018 LDL 夏季赛,JUG,16,25,66,1903,106758,72413.0,288584.0,11,6,337.8,5,0.5455,1.45,2.27,6.0,5.63,316.04,6583.0,26234.91,3.28
Gz,SHEINOO,CN,2018 LDL 夏季赛,JUG,5,12,52,950,64363,47100.0,157825.0,7,4,215.1,3,0.5714,0.71,1.71,7.43,4.42,299.22,6728.57,22546.43,4.75
H1Rb,Tyloo,CN,2018 LDL 夏季赛,JUG,8,8,19,677,38084,40088.0,62761.0,3,2,103.5,1,0.6667,2.67,2.67,6.33,6.54,367.96,13362.67,20920.33,3.375
