player_name,player_team,player_region,matchType,matches_played,minutes_played,matches_won,hero_chosen_1,hero_chosen_2,hero_chosen_3,hero_chosen_4,hero_chosen_5,hero_chosen_6,hero_chosen_7,hero_chosen_8,hero_chosen_9,hero_chosen_10
Robo,PNG,BR,2021 MSI 季中邀请赛,6,194,2,Renekton,Sett,Gnar,Camille,Karma,Darius,,,,
Boss,UOL,RU,2021 MSI 季中邀请赛,8,215,2,Gnar,Gnar,Nocturne,Nocturne,Urgot,Jayce,Nocturne,Gnar,,
Fudge,C9,US,2021 MSI 季中邀请赛,16,519,7,Aatrox,Irelia,Sion,Leesin,Renekton,Jayce,Sett,Sion,Karma,Malphite
Hanabi,PSG,HK,2021 MSI 季中邀请赛,20,617,11,Gangplank,Aatrox,Nocturne,Gnar,Nocturne,Gangplank,Leesin,Jayce,Gangplank,Leesin
Parang,FLA,BR,2021 CBLOL 夏季赛,21,691,12,Akali,Lucian,Sett,Aatrox,Tahmkench,Shen,Kennen,Gnar,Lucian,Drmundo
Wizer,KBM,BR,2021 CBLOL 夏季赛,17,524,7,Camille,Gwen,Jayce,Jayce,Renekton,Irelia,Renekton,Monkeyking,Renekton,Gwen
Truklax,NMG,BR,2021 CBLOL 夏季赛,16,552,5,Tahmkench,Renekton,Ornn,Gnar,Yorick,Gangplank,Gangplank,Drmundo,Gnar,Renekton
Kiari,RNS,BR,2021 CBLOL 夏季赛,28,842,17,Renekton,Mordekaiser,Kennen,Renekton,Gwen,Renekton,Gnar,Renekton,Camille,Monkeyking
Tay,LLL,BR,2021 CBLOL 夏季赛,21,717,10,Drmundo,Jayce,Kennen,Drmundo,Camille,Aatrox,Sett,Sett,Volibear,Gwen
Fnb,LBR,BR,2021 CBLOL 夏季赛,21,656,12,Jayce,Kennen,Kennen,Gnar,Aatrox,Akali,Akali,Camille,Leesin,Akali
Hauz,ITZ,BR,2021 CBLOL 夏季赛,12,380,3,Nocturne,Gnar,Gwen,Sett,Gnar,Lulu,Volibear,Viego,Sett,Camille
Tyrin,FUR,BR,2021 CBLOL 夏季赛,18,582,4,Camille,Camille,Drmundo,Renekton,Renekton,Drmundo,Drmundo,Gwen,Gwen,Nocturne
Guigo,RED,BR,2021 CBLOL 夏季赛,27,875,18,Viego,Renekton,Gwen,Gwen,Gwen,Irelia,Tahmkench,Tahmkench,Camille,Gwen
Robo,PNG,BR,2021 CBLOL 夏季赛,21,660,15,Renekton,Gnar,Renekton,Drmundo,Tahmkench,Tahmkench,Camille,Olaf,Leesin,Renekton
Reversed,NMG,BR,2021 CBLOL 夏季赛,2,61,0,Renekton,Renekton,,,,,,,,
Skb,ITZ,BR,2021 CBLOL 夏季赛,6,207,2,Monkeyking,Tahmkench,Jayce,Sett,Monkeyking,Sett,,,,
Alphari,TL,US,2021 LCS 夏季赛,28,933,15,Gnar,Jayce,Camille,Jayce,Camille,Renekton,Gangplank,Jayce,Camille,Gnar
Impact,EG,US,2021 LCS 夏季赛,39,1313,23,Gnar,Gnar,Sett,Sion,Ornn,Jayce,Jayce,Ornn,Gnar,Kennen
Solo,GG,US,2021 LCS 夏季赛,15,484,5,Nocturne,Gnar,Renekton,Volibear,Sett,Gnar,Sett,Akali,Renekton,Sett
Ssumday,100,US,2021 LCS 夏季赛,42,1364,28,Gangplank,Renekton,Shen,Camille,Renekton,Renekton,Ornn,Ornn,Gnar,Gnar
Licorice,FLY,US,2021 LCS 夏季赛,14,444,3,Monkeyking,Gwen,Gwen,Viego,Gwen,Leesin,Leesin,Gwen,Gnar,Viego
Huni,TSM,US,2021 LCS 夏季赛,39,1288,24,Nocturne,Jayce,Camille,Renekton,Renekton,Renekton,Gangplank,Renekton,Gnar,Leesin
Fakegod,DIG,US,2021 LCS 夏季赛,34,1042,13,Gnar,Mordekaiser,Sett,Renekton,Gnar,Renekton,Gangplank,Alistar,Aatrox,Renekton
Fudge,C9,US,2021 LCS 夏季赛,46,1534,26,Gangplank,Gnar,Viego,Gangplank,Gwen,Gangplank,Gnar,Gnar,Tahmkench,Gangplank
Finn,CLG,US,2021 LCS 夏季赛,27,919,7,Renekton,Gangplank,Tahmkench,Gwen,Viego,Gwen,Gangplank,Kled,Renekton,Drmundo
Revenge,IMT,US,2021 LCS 夏季赛,34,1101,17,Ornn,Camille,Jayce,Tahmkench,Camille,Tahmkench,Viego,Ornn,Volibear,Jayce
Jenkins,TL,US,2021 LCS 夏季赛,15,512,9,Camille,Aatrox,Nocturne,Gangplank,Lulu,Akali,Gwen,Akali,Camille,Gangplank
Kumo,FLY,US,2021 LCS 夏季赛,13,420,5,Viego,Renekton,Camille,Viego,Gwen,Sett,Gnar,Ornn,Irelia,Viego
Licorice,GG,US,2021 LCS 夏季赛,15,505,6,Monkeyking,Tahmkench,Renekton,Renekton,Singed,Renekton,Monkeyking,Sett,Viego,Renekton
Hoya,BRO,KR,2021 LCK 夏季赛,48,1593,20,Gnar,Gnar,Jayce,Leesin,Leesin,Sett,Monkeyking,Sett,Gwen,Gwen
Canna,T1,KR,2021 LCK 夏季赛,53,1805,32,Gragas,Kennen,Gwen,Gwen,Kennen,Gnar,Gwen,Renekton,Gnar,Kennen
Doran,KT,KR,2021 LCK 夏季赛,46,1487,21,Kennen,Gangplank,Gangplank,Irelia,Gangplank,Irelia,Jayce,Kennen,Jayce,Renekton
Rascal,GEN,KR,2021 LCK 夏季赛,44,1524,25,Camille,Camille,Sett,Kennen,Renekton,Renekton,Viego,Kennen,Sion,Viego
Kiin,KDF,KR,2021 LCK 夏季赛,50,1759,26,Viego,Camille,Gangplank,Viego,Gnar,Ryze,Kennen,Gnar,Gnar,Gnar
Khan,DK,KR,2021 LCK 夏季赛,50,1631,35,Jayce,Renekton,Camille,Camille,Gnar,Jayce,Jayce,Leesin,Camille,Gnar
Rich,NS,KR,2021 LCK 夏季赛,52,1763,29,Camille,Kennen,Kennen,Kennen,Kennen,Kennen,Irelia,Jayce,Jayce,Jayce
Morgan,HLE,KR,2021 LCK 夏季赛,22,746,8,Camille,Camille,Leesin,Monkeyking,Renekton,Kennen,Sett,Kennen,Sett,Renekton
Destroy,DRX,KR,2021 LCK 夏季赛,1,31,0,Renekton,,,,,,,,,
Kingen,DRX,KR,2021 LCK 夏季赛,40,1310,8,Maokai,Ornn,Gangplank,Ornn,Ornn,Ornn,Gwen,Ornn,Gnar,Gwen
Summit,FOX,KR,2021 LCK 夏季赛,48,1617,24,Kennen,Gnar,Gnar,Jayce,Jayce,Viego,Gnar,Kennen,Irelia,Kennen
Dudu,HLE,KR,2021 LCK 夏季赛,21,688,9,Leesin,Camille,Gnar,Drmundo,Gnar,Renekton,Renekton,Viego,Leesin,Gwen
Burdol,GEN,KR,2021 LCK 夏季赛,6,186,3,Monkeyking,Monkeyking,Irelia,Irelia,Irelia,Jayce,,,,
Yneny,IG,CN,2021 LPL 夏季赛,19,594,8,Volibear,Volibear,Sett,Sett,Volibear,Akali,Sett,Sett,Gnar,Camille
Nuguri,FPX,CN,2021 LPL 夏季赛,45,1386,31,Gangplank,Kennen,Gnar,Jayce,Jayce,Kennen,Gangplank,Kennen,Kennen,Gnar
New,OMG,CN,2021 LPL 夏季赛,40,1186,19,Viego,Drmundo,Ornn,Tahmkench,Gwen,Viego,Jayce,Drmundo,Renekton,Renekton
Flandre,EDG,CN,2021 LPL 夏季赛,49,1570,35,Gnar,Gnar,Lucian,Lucian,Jayce,Jayce,Jayce,Jayce,Renekton,Renekton
Ale,LNG,CN,2021 LPL 夏季赛,60,1958,33,Viego,Viego,Gwen,Jayce,Renekton,Renekton,Renekton,Renekton,Renekton,Jax
Langx,TT,CN,2021 LPL 夏季赛,25,778,6,Drmundo,Gwen,Sett,Nocturne,Sett,Drmundo,Camille,Sett,Camille,Gragas
Cube,RA,CN,2021 LPL 夏季赛,46,1431,27,Jayce,Leesin,Leesin,Gnar,Kennen,Gwen,Jayce,Viego,Gwen,Gwen
Biubiu,BLG,CN,2021 LPL 夏季赛,42,1349,22,Kennen,Camille,Gnar,Kennen,Renekton,Jayce,Kennen,Kennen,Kennen,Kennen
Breathe,WE,CN,2021 LPL 夏季赛,59,1928,34,Camille,Monkeyking,Lucian,Monkeyking,Gangplank,Jayce,Gnar,Gangplank,Drmundo,Sett
Zoom,JDG,CN,2021 LPL 夏季赛,35,1076,17,Gwen,Trundle,Renekton,Sett,Renekton,Tahmkench,Ornn,Renekton,Gwen,Drmundo
Garvey,LGD,CN,2021 LPL 夏季赛,17,537,7,Gwen,Renekton,Gnar,Viego,Viego,Gwen,Drmundo,Leesin,Leesin,Sett
Zs,UP,CN,2021 LPL 夏季赛,39,1199,13,Sett,Viego,Jayce,Gwen,Gwen,Gwen,Jax,Gwen,Renekton,Viego
87Invincible,NIP,CN,2021 LPL 夏季赛,13,381,1,Aatrox,Gwen,Camille,Renekton,Camille,Volibear,Renekton,Akali,Camille,Leesin
Xiaohu,RNG,CN,2021 LPL 夏季赛,43,1367,26,Drmundo,Lucian,Viego,Kennen,Viego,Viego,Gragas,Akali,Lucian,Jayce
Bin,WBG,CN,2021 LPL 夏季赛,47,1552,26,Camille,Akali,Jax,Jax,Gnar,Gwen,Gwen,Viego,Viego,Viego
Fearness,LGD,CN,2021 LPL 夏季赛,20,642,10,Gwen,Gwen,Jayce,Jayce,Gwen,Camille,Renekton,Sett,Nocturne,Camille
Qingtian,TES,CN,2021 LPL 夏季赛,27,865,15,Aatrox,Aatrox,Sett,Jayce,Leesin,Renekton,Leesin,Sett,Jax,Drmundo
8917,AL,CN,2021 LPL 夏季赛,15,441,3,Nocturne,Sett,Sett,Sett,Nocturne,Sett,Monkeyking,Gwen,Monkeyking,Nocturne
Aliez,NIP,CN,2021 LPL 夏季赛,22,691,2,Tahmkench,Viego,Kennen,Renekton,Gwen,Gwen,Renekton,Viego,Drmundo,Volibear
Zdz,AL,CN,2021 LPL 夏季赛,23,755,11,Camille,Gwen,Camille,Camille,Camille,Renekton,Renekton,Renekton,Jayce,Gwen
Theshy,IG,CN,2021 LPL 夏季赛,18,529,7,Gwen,Viego,Viego,Viego,Tahmkench,Gwen,Viego,Jayce,Gwen,Lucian
Xiao7,TT,CN,2021 LPL 夏季赛,10,298,2,Tahmkench,Gwen,Gwen,Gwen,Gnar,Gwen,Tahmkench,Tahmkench,Gnar,Trundle
369,TES,CN,2021 LPL 夏季赛,14,444,8,Gangplank,Lucian,Lucian,Camille,Sett,Jayce,Camille,Jayce,Gwen,Jayce
Xiaolaohu,FPX,CN,2021 LPL 夏季赛,3,97,3,Monkeyking,Jayce,Renekton,,,,,,,
Safa,GRV,AU,2021 LCO 夏季赛,20,676,7,Sylas,Gwen,Gnar,Gwen,Camille,Irelia,Camille,Aatrox,Camille,Gwen
Lived,CHF,AU,2021 LCO 夏季赛,23,725,14,Gnar,Camille,Jax,Ornn,Camille,Drmundo,Viego,Sett,Viego,Akali
Biopanther,PGG,AU,2021 LCO 夏季赛,27,872,18,Renekton,Gnar,Drmundo,Ornn,Urgot,Sion,Ornn,Mordekaiser,Jax,Tahmkench
Maximize,ORD,AU,2021 LCO 夏季赛,27,875,15,Jayce,Fiora,Gangplank,Drmundo,Jayce,Tahmkench,Camille,Leesin,Renekton,Camille
Apii,PCE,AU,2021 LCO 夏季赛,35,1136,22,Camille,Sett,Gnar,Jayce,Jayce,Jayce,Camille,Camille,Camille,Leesin
Claire,DW,AU,2021 LCO 夏季赛,29,942,16,Leesin,Malphite,Sett,Renekton,Gnar,Gnar,Camille,Renekton,Renekton,Gnar
Nectaar,MEC,AU,2021 LCO 夏季赛,21,639,3,Malphite,Gnar,Sett,Shen,Gwen,Gnar,Gwen,Gragas,Viego,Ornn
Winterer,LGC,AU,2021 LCO 夏季赛,21,657,7,Lillia,Lucian,Jayce,Mordekaiser,Ornn,Tahmkench,Monkeyking,Lucian,Tahmkench,Sett
Tally,PCE,AU,2021 LCO 夏季赛,26,806,16,Irelia,Ryze,Ryze,Twistedfate,Twistedfate,Twistedfate,Twistedfate,Ryze,Ryze,Sylas
Armut,MDK,EU,2021 LEC 夏季赛,29,972,21,Renekton,Gangplank,Gangplank,Gnar,Gangplank,Jayce,Jayce,Monkeyking,Gnar,Gwen
Jenax,SK,EU,2021 LEC 夏季赛,18,569,5,Jax,Mordekaiser,Drmundo,Gragas,Urgot,Jayce,Jayce,Leesin,Drmundo,Jayce
Odoamne,RGE,EU,2021 LEC 夏季赛,27,868,15,Gangplank,Jayce,Jayce,Jayce,Ornn,Camille,Gwen,Camille,Camille,Renekton
Slt,VIT,EU,2021 LEC 夏季赛,9,264,4,Gangplank,Renekton,Sett,Lulu,Renekton,Gwen,Nocturne,Gwen,Lulu,
Hirit,MSF,EU,2021 LEC 夏季赛,28,917,16,Gangplank,Gnar,Camille,Camille,Camille,Gnar,Jayce,Fiora,Camille,Gnar
Kryze,XL,EU,2021 LEC 夏季赛,18,586,7,Lillia,Gangplank,Jayce,Jayce,Jax,Renekton,Gwen,Gwen,Drmundo,Renekton
Brokenblade,S04,EU,2021 LEC 夏季赛,16,493,3,Jayce,Gangplank,Camille,Gwen,Lucian,Irelia,Lulu,Gangplank,Viego,Leesin
Wunder,G2,EU,2021 LEC 夏季赛,26,806,14,Camille,Gangplank,Irelia,Viego,Camille,Jayce,Drmundo,Tahmkench,Tahmkench,Drmundo
Adam,FNC,EU,2021 LEC 夏季赛,40,1242,24,Mordekaiser,Chogath,Sett,Monkeyking,Renekton,Camille,Camille,Darius,Renekton,Drmundo
Szygenda,VIT,EU,2021 LEC 夏季赛,13,398,5,Kennen,Jayce,Kennen,Renekton,Renekton,Renekton,Renekton,Sett,Renekton,Lulu
Starscreen,IW,TR,2021 TCL 夏季赛,19,621,8,Malphite,Tahmkench,Monkeyking,Tahmkench,Tahmkench,Renekton,Sett,Kennen,Monkeyking,Viego
Sohwan,NSR,AE,2021 TCL 夏季赛,23,752,15,Jayce,Ornn,Jayce,Renekton,Kennen,Jayce,Ornn,Gwen,Gangplank,Renekton
Kebap,AUR,TR,2021 TCL 夏季赛,18,528,1,Camille,Tahmkench,Volibear,Malphite,Drmundo,Renekton,Volibear,Trundle,Renekton,Monkeyking
Crazy,GS,TR,2021 TCL 夏季赛,24,797,20,Ornn,Gnar,Renekton,Camille,Jax,Camille,Aatrox,Rumble,Aatrox,Gangplank
Ragner,SMB,TR,2021 TCL 夏季赛,19,649,11,Sett,Sett,Aatrox,Aatrox,Gangplank,Gnar,Viego,Gnar,Camille,Gwen
Pr1Me,GAL,TR,2021 TCL 夏季赛,6,185,5,Viego,Gnar,Aatrox,Camille,Aatrox,Gnar,,,,
Fabfabulous,DP,TR,2021 TCL 夏季赛,23,699,11,Akali,Gragas,Gragas,Tahmkench,Ornn,Drmundo,Gnar,Tahmkench,Monkeyking,Jayce
Juuzou,BJK,TR,2021 TCL 夏季赛,26,870,12,Sett,Camille,Renekton,Renekton,Aatrox,Gnar,Ornn,Gnar,Aatrox,Gnar
Hoon,5R,TR,2021 TCL 夏季赛,18,615,8,Gnar,Gnar,Gnar,Camille,Gnar,Lulu,Gnar,Lucian,Renekton,Gnar
Evi,DFM,JP,2021 LJL 夏季赛,26,843,20,Gnar,Renekton,Gnar,Sett,Sett,Sett,Tahmkench,Tahmkench,Gnar,Gnar
Kinatu,RJ,JP,2021 LJL 夏季赛,23,776,14,Camille,Viego,Renekton,Renekton,Renekton,Renekton,Renekton,Kennen,Drmundo,Camille
Cogcog,V3,JP,2021 LJL 夏季赛,21,700,11,Gnar,Gnar,Gnar,Volibear,Renekton,Gnar,Gwen,Camille,Gnar,Gnar
Ino,AXZ,JP,2021 LJL 夏季赛,24,796,15,Gangplank,Renekton,Renekton,Gangplank,Gangplank,Renekton,Renekton,Gnar,Gnar,Gnar
Nap,CGA,JP,2021 LJL 夏季赛,17,584,6,Sett,Renekton,Renekton,Gwen,Renekton,Drmundo,Drmundo,Ornn,Sett,Gwen
Apamen,SHG,JP,2021 LJL 夏季赛,17,594,7,Camille,Aatrox,Tahmkench,Volibear,Gnar,Volibear,Renekton,Renekton,Gnar,Gnar
Paz,SG,JP,2021 LJL 夏季赛,14,478,4,Aatrox,Jayce,Leesin,Jayce,Jayce,Gnar,Gwen,Gwen,Drmundo,Leesin
Rayfarky,BC,JP,2021 LJL 夏季赛,14,477,1,Sett,Sett,Renekton,Darius,Gnar,Renekton,Jayce,Monkeyking,Akali,Sett
Buggax,INF,CR,2021 LLA 闭幕赛,19,625,15,Jayce,Jayce,Camille,Gnar,Camille,Teemo,Akali,Gnar,Camille,Drmundo
Straight,R7,MX,2021 LLA 闭幕赛,18,616,10,Camille,Gnar,Renekton,Gangplank,Aatrox,Tahmkench,Gwen,Sett,Gnar,Aatrox
Zerito,ISG,AR,2021 LLA 闭幕赛,21,693,12,Akali,Camille,Camille,Camille,Gnar,Akali,Leesin,Kennen,Kennen,Camille
Ruin,AK,CL,2021 LLA 闭幕赛,8,246,2,Gnar,Irelia,Gnar,Jayce,Lucian,Lulu,Gnar,Gwen,,
Jauny,FG,AR,2021 LLA 闭幕赛,26,880,13,Gnar,Gnar,Gwen,Gnar,Camille,Jax,Jayce,Gnar,Camille,Viego
Jackpot,XTN,MX,2021 LLA 闭幕赛,12,388,5,Trundle,Jayce,Renekton,Irelia,Gwen,Renekton,Fiora,Camille,Gwen,Camille
Nipphu,KLG,PR,2021 LLA 闭幕赛,14,455,3,Fiora,Malphite,Trundle,Malphite,Camille,Drmundo,Ornn,Renekton,Viego,Renekton
Unforgiven,XTN,MX,2021 LLA 闭幕赛,5,154,2,Sejuani,Sett,Viego,Xinzhao,Rumble,,,,,
Brayaron,INF,CR,2021 LLA 闭幕赛,4,134,2,Akali,Viego,Gnar,Aatrox,,,,,,
Acce,EST,MX,2021 LLA 闭幕赛,26,885,15,Ornn,Tahmkench,Ornn,Malphite,Ornn,Ornn,Drmundo,Tahmkench,Malphite,Viego
Shu Hari,ISG,AR,2021 LLA 闭幕赛,1,28,0,Sett,,,,,,,,,
Xiaoyu,EDGY,CN,2021 LDL 夏季赛,40,1322,22,Gwen,Fiora,Tahmkench,Camille,Camille,Tahmkench,Gwen,Gwen,Sett,Sett
Xgao,WBGY,CN,2021 LDL 夏季赛,19,594,9,Viego,Jayce,Jayce,Gwen,Sett,Nocturne,Kennen,Leesin,Nocturne,Jax
1250,JDM,CN,2021 LDL 夏季赛,50,1551,31,Camille,Fiora,Aatrox,Jarvaniv,Jayce,Jayce,Ornn,Camille,Jarvaniv,Gwen
Bowen,LNGA,CN,2021 LDL 夏季赛,12,380,0,Sett,Viego,Monkeyking,Sett,Gnar,Viego,Ornn,Viego,Gwen,Sett
Tianci,KSG,CN,2021 LDL 夏季赛,34,1072,13,Gnar,Camille,Camille,Sett,Leesin,Leesin,Sett,Jax,Leesin,Leesin
Danile,SDX,CN,2021 LDL 夏季赛,14,384,6,Camille,Sett,Camille,Gnar,Jax,Jax,Camille,Camille,Renekton,Gwen
Xzy,IGY,CN,2021 LDL 夏季赛,30,952,14,Sylas,Sylas,Lucian,Sylas,Sylas,Leblanc,Ryze,Camille,Akali,Sett
Fangyuan,YM,CN,2021 LDL 夏季赛,17,609,8,Jax,Renekton,Tahmkench,Malphite,Tahmkench,Jax,Kennen,Jax,Leesin,Drmundo
Coten,WEA,CN,2021 LDL 夏季赛,43,1262,22,Jayce,Jarvaniv,Kennen,Jax,Camille,Camille,Camille,Camille,Drmundo,Gnar
Bello,WEA,CN,2021 LDL 夏季赛,1,42,1,Fiora,,,,,,,,,
Torch,RAP,CN,2021 LDL 夏季赛,50,1522,31,Gnar,Camille,Gnar,Jayce,Gnar,Camille,Aatrox,Camille,Gnar,Aatrox
Wayward,TESC,CN,2021 LDL 夏季赛,40,1171,32,Gwen,Gwen,Aatrox,Irelia,Camille,Lucian,Jax,Jarvaniv,Vayne,Jax
Solokill,TO,CN,2021 LDL 夏季赛,41,1320,25,Camille,Irelia,Camille,Kennen,Camille,Camille,Camille,Jax,Ornn,Jax
Xuanri,MAX,CN,2021 LDL 夏季赛,44,1454,26,Renekton,Camille,Kennen,Renekton,Tahmkench,Renekton,Renekton,Tahmkench,Viego,Sett
Shanji,TP,CN,2021 LDL 夏季赛,46,1551,28,Sett,Jayce,Jarvaniv,Graves,Graves,Lillia,Kennen,Darius,Sett,Camille
Xiaodandy,AC,CN,2021 LDL 夏季赛,33,944,5,Jax,Monkeyking,Fiora,Camille,Lillia,Fiora,Viego,Jax,Renekton,Fiora
Pandac,ALY,CN,2021 LDL 夏季赛,33,1087,10,Darius,Gragas,Sett,Sett,Renekton,Tahmkench,Viego,Gwen,Monkeyking,Viego
Cc,LGDY,CN,2021 LDL 夏季赛,28,896,4,Camille,Camille,Gwen,Fiora,Fiora,Malphite,Camille,Sett,Monkeyking,Jax
Munian,OMD,CN,2021 LDL 夏季赛,37,1245,8,Aatrox,Jayce,Jax,Renekton,Aatrox,Viego,Sett,Gwen,Viego,Gwen
Xiaolaohu,FPB,CN,2021 LDL 夏季赛,18,703,8,Gwen,Camille,Camille,Gwen,Gwen,Camille,Leesin,Gnar,Jayce,Jax
Myths,BLGJ,CN,2021 LDL 夏季赛,26,788,16,Camille,Camille,Camille,Jayce,Fiora,Gnar,Jayce,Irelia,Gnar,Gwen
Aliez,JJH,CN,2021 LDL 夏季赛,10,325,6,Sett,Sett,Volibear,Gwen,Aatrox,Viego,Volibear,Aatrox,Aatrox,Gnar
Sakura,TTY,CN,2021 LDL 夏季赛,4,186,1,Jax,Gwen,Leesin,Leesin,,,,,,
Hery,UPA,CN,2021 LDL 夏季赛,42,1407,25,Jayce,Renekton,Gnar,Kennen,Sett,Gnar,Renekton,Camille,Camille,Gnar
Flying,YM,CN,2021 LDL 夏季赛,17,512,8,Aatrox,Gnar,Gwen,Volibear,Renekton,Renekton,Sett,Aatrox,Gwen,Gwen
Mangoz,12,CN,2021 LDL 夏季赛,26,779,6,Renekton,Renekton,Leesin,Camille,Tahmkench,Camille,Camille,Tahmkench,Tristana,Gnar
Xiao7,TTY,CN,2021 LDL 夏季赛,15,481,8,Sett,Drmundo,Volibear,Nocturne,Nocturne,Sett,Volibear,Gwen,Gnar,Gnar
Xiaobai,RYL,CN,2021 LDL 夏季赛,47,1412,31,Renekton,Renekton,Renekton,Gnar,Kennen,Kennen,Jarvaniv,Gnar,Ornn,Gnar
Luuuck,WBGY,CN,2021 LDL 夏季赛,18,552,10,Monkeyking,Camille,Kennen,Renekton,Gwen,Gwen,Kennen,Tahmkench,Akali,Ornn
Decade,LNGA,CN,2021 LDL 夏季赛,33,1046,13,Jax,Camille,Renekton,Camille,Gwen,Gwen,Sett,Camille,Irelia,Sett
Invincible,JJH,CN,2021 LDL 夏季赛,21,668,11,Gangplank,Gangplank,Gnar,Renekton,Gwen,Camille,Akali,Sett,Renekton,Jayce
Yebo,SDX,CN,2021 LDL 夏季赛,25,796,13,Gangplank,Gangplank,Renekton,Renekton,Renekton,Gangplank,Gnar,Gnar,Renekton,Gnar
Neny,IGY,CN,2021 LDL 夏季赛,7,228,1,Monkeyking,Irelia,Irelia,Viego,Gwen,Sett,Gwen,,,
Aodi,FPB,CN,2021 LDL 夏季赛,16,429,13,Camille,Jayce,Gwen,Trundle,Jayce,Jayce,Gwen,Camille,Gwen,Jayce
Sky,TTY,CN,2021 LDL 夏季赛,6,192,3,Renekton,Syndra,Galio,Cassiopeia,Lissandra,Renekton,,,,
Nonholy,CC,RU,2021 LCL 夏季赛,27,879,18,Shen,Sett,Mordekaiser,Sett,Renekton,Kennen,Tahmkench,Renekton,Sett,Sett
Romuka,BSG,RU,2021 LCL 夏季赛,13,433,8,Tahmkench,Tahmkench,Camille,Aatrox,Sett,Camille,Irelia,Monkeyking,Drmundo,Gwen
Smurf,OBG,RU,2021 LCL 夏季赛,25,846,15,Gnar,Gnar,Ornn,Gangplank,Sett,Drmundo,Tahmkench,Tahmkench,Ornn,Gnar
Maynter,DA,RU,2021 LCL 夏季赛,13,414,4,Renekton,Gnar,Drmundo,Camille,Drmundo,Camille,Viego,Sett,Gnar,Viego
Orion,RoX,RU,2021 LCL 夏季赛,7,192,2,Viego,Gwen,Drmundo,Renekton,Leesin,Lulu,Lucian,,,
Boss,UOL,RU,2021 LCL 夏季赛,28,856,19,Tahmkench,Drmundo,Renekton,Jayce,Gwen,Monkeyking,Drmundo,Drmundo,Renekton,Gwen
Aoi Haru,VEG,RU,2021 LCL 夏季赛,17,507,5,Ornn,Drmundo,Drmundo,Drmundo,Tahmkench,Lulu,Camille,Drmundo,Sett,Sett
Tatsui,CPT,RU,2021 LCL 夏季赛,12,347,2,Sett,Gnar,Drmundo,Drmundo,Drmundo,Drmundo,Sett,Sett,Sett,Ornn
Dreampull,RoX,RU,2021 LCL 夏季赛,6,178,2,Lillia,Ornn,Drmundo,Sion,Ornn,Camille,,,,
Hanabi,PSG,HK,2021 PCS 夏季赛,33,986,27,Kennen,Kennen,Gangplank,Jayce,Gwen,Gwen,Ornn,Gnar,Viego,Gnar
Speltz,LYB,PH,2021 PCS 夏季赛,5,130,0,Monkeyking,Viego,Gwen,Lulu,Viego,,,,,
Rockky,BME,TH,2021 PCS 夏季赛,27,870,15,Camille,Jayce,Ornn,Jax,Volibear,Monkeyking,Gwen,Gwen,Camille,Tahmkench
Topking,IMP,SG,2021 PCS 夏季赛,17,482,4,Lucian,Jayce,Irelia,Drmundo,Tahmkench,Tahmkench,Rumble,Jayce,Irelia,Camille
Rest,JT,TW,2021 PCS 夏季赛,35,1093,19,Camille,Gwen,Gwen,Gangplank,Gangplank,Gwen,Camille,Renekton,Gwen,Camille
Likai,MCX,TW,2021 PCS 夏季赛,33,983,20,Gnar,Lucian,Camille,Viego,Jax,Monkeyking,Kennen,Camille,Camille,Fiora
Kanji,LYB,PH,2021 PCS 夏季赛,18,545,5,Malphite,Sett,Fiora,Lucian,Camille,Ornn,Camille,Fiora,Urgot,Lucian
Liang,BYG,TW,2021 PCS 夏季赛,27,851,19,Gnar,Gnar,Gwen,Kennen,Kennen,Gwen,Gwen,Lucian,Jayce,Jayce
Rock,HKA,HK,2021 PCS 夏季赛,24,712,9,Camille,Camille,Akali,Jayce,Jayce,Gnar,Camille,Renekton,Camille,Gwen
Pk,BYG,TW,2021 PCS 夏季赛,5,150,4,Drmundo,Sett,Jayce,Sett,Ornn,,,,,
Azhi,BJD,MY,2021 PCS 夏季赛,18,561,6,Mordekaiser,Tahmkench,Kennen,Jayce,Jayce,Mordekaiser,Jax,Gwen,Gwen,Gnar
Reborn,SPG,KR,2021季中发展挑战杯,6,175,2,Akali,Renekton,Drmundo,Sett,Renekton,Akali,,,,
Solokill,TO,CN,2021季中发展挑战杯,9,295,5,Ornn,Aatrox,Ornn,Leesin,Jayce,Aatrox,Gwen,Jax,Aatrox,
Invincible,JJH,CN,2021季中发展挑战杯,10,334,6,Renekton,Viego,Lucian,Gnar,Aatrox,Gnar,Gnar,Leblanc,Nocturne,Gnar
Jjking,DYD,CN,2021季中发展挑战杯,3,107,2,Renekton,Renekton,Camille,,,,,,,
Xiaobai,RYL,CN,2021季中发展挑战杯,19,583,13,Gnar,Gnar,Gnar,Viego,Gnar,Gnar,Gnar,Akali,Drmundo,Trundle
Xuanri,MAX,CN,2021季中发展挑战杯,6,185,2,Gwen,Leesin,Camille,Viego,Renekton,Gnar,,,,
Coten,WEA,CN,2021季中发展挑战杯,6,200,0,Drmundo,Gwen,Irelia,Camille,Renekton,Nocturne,,,,
Xiaoyu,EDGY,CN,2021季中发展挑战杯,14,459,10,Sylas,Drmundo,Camille,Gwen,Drmundo,Gnar,Drmundo,Camille,Nocturne,Jayce
Yu,RAP,CN,2021季中发展挑战杯,5,166,4,Gwen,Sett,Gwen,Gwen,Gwen,,,,,
