player_name,player_team,player_region,matchType,matches_played,minutes_played,matches_won,hero_chosen_1,hero_chosen_2,hero_chosen_3,hero_chosen_4,hero_chosen_5,hero_chosen_6,hero_chosen_7,hero_chosen_8,hero_chosen_9,hero_chosen_10
Theshy,IG,CN,德玛西亚杯长沙站,1,42,0,Jayce,,,,,,,,,
Add,MVP,KR,2017 LCK 韩国夏季赛,42,1604,13,Gnar,Gragas,Chogath,Chogath,Maokai,Kled,Chogath,Kled,Maokai,Maokai
Khan,DRX,KR,2017 LCK 韩国夏季赛,47,1666,34,Jayce,Camille,Jayce,Jax,Gragas,Jax,Renekton,Jayce,Jax,Rumble
Helper,EEW,KR,2017 LCK 韩国夏季赛,21,768,5,Rumble,Gragas,Shen,Jarvaniv,Kled,Jarvaniv,Jarvaniv,Gragas,Renekton,Shen
Cuvee,GEN,KR,2017 LCK 韩国夏季赛,44,1580,27,Kennen,Shen,Chogath,Gnar,Gnar,Camille,Maokai,Kled,Camille,Maokai
Lindarang,HLE,KR,2017 LCK 韩国夏季赛,32,1194,12,Chogath,Chogath,Jax,Galio,Shen,Chogath,Chogath,Jarvaniv,Maokai,Jarvaniv
Shy,HLE,KR,2017 LCK 韩国夏季赛,11,407,4,Renekton,Jax,Jarvaniv,Trundle,Jarvaniv,Jarvaniv,Jarvaniv,Jax,Gnar,Renekton
Marin,KDF,KR,2017 LCK 韩国夏季赛,50,1850,27,Chogath,Kennen,Trundle,Renekton,Maokai,Gnar,Trundle,Malphite,Gnar,Rumble
Crazy,BBQ,KR,2017 LCK 韩国夏季赛,45,1604,13,Rumble,Jayce,Chogath,Maokai,Jayce,Jax,Gnar,Maokai,Chogath,Jarvaniv
Sohwan,JAG,KR,2017 LCK 韩国夏季赛,21,823,11,Chogath,Gnar,Jayce,Gnar,Gnar,Renekton,Jayce,Gragas,Renekton,Jayce
Huni,T1,KR,2017 LCK 韩国夏季赛,18,600,8,Chogath,Gnar,Maokai,Rumble,Chogath,Shen,Fiora,Fiora,Kennen,Camille
Ikssu,JAG,KR,2017 LCK 韩国夏季赛,21,761,10,Gnar,Gnar,Rumble,Rumble,Kled,Kennen,Kennen,Akali,Rumble,Kled
Untara,T1,KR,2017 LCK 韩国夏季赛,37,1329,27,Shen,Shen,Trundle,Gnar,Maokai,Maokai,Gnar,Rumble,Maokai,Kennen
Smeb,KT,KR,2017 LCK 韩国夏季赛,52,1843,33,Shen,Renekton,Jarvaniv,Chogath,Shen,Camille,Jarvaniv,Maokai,Maokai,Renekton
Kiin,EEW,KR,2017 LCK 韩国夏季赛,18,612,6,Camille,Renekton,Camille,Maokai,Jayce,Jarvaniv,Maokai,Jax,Jarvaniv,Gnar
Ray,C9,US,2017 LCS 北美夏季赛,14,516,7,Shen,Kled,Camille,Gnar,Jarvaniv,Rumble,Jarvaniv,Renekton,Jarvaniv,Gragas
Flame,IMT,US,2017 LCS 北美夏季赛,47,1638,30,Rumble,Shen,Jarvaniv,Chogath,Jarvaniv,Shen,Gnar,Renekton,Renekton,Jarvaniv
Darshan,CLG,US,2017 LCS 北美夏季赛,54,1899,31,Jax,Camille,Jarvaniv,Shen,Chogath,Jax,Camille,Gnar,Maokai,Shen
Looper,FOX,US,2017 LCS 北美夏季赛,26,976,11,Gnar,Rumble,Gnar,Rumble,Gnar,Rumble,Kennen,Renekton,Rumble,Shen
Hauntzer,TSM,US,2017 LCS 北美夏季赛,49,1764,36,Gnar,Chogath,Renekton,Gnar,Chogath,Maokai,Jarvaniv,Shen,Maokai,Gnar
Ssumday,DIG,US,2017 LCS 北美夏季赛,62,2140,33,Jarvaniv,Jarvaniv,Shen,Maokai,Jarvaniv,Maokai,Renekton,Maokai,Jarvaniv,Maokai
Seraph,NV,US,2017 LCS 北美夏季赛,52,1943,23,Gnar,Chogath,Trundle,Rumble,Shen,Galio,Chogath,Gnar,Renekton,Chogath
Balls,FLY,US,2017 LCS 北美夏季赛,41,1498,16,Gnar,Maokai,Maokai,Renekton,Maokai,Gnar,Rumble,Chogath,Chogath,Camille
Lourlo,TL,US,2017 LCS 北美夏季赛,42,1484,13,Gnar,Gragas,Poppy,Nautilus,Nautilus,Chogath,Shen,Gnar,Maokai,Poppy
Zig,P1,US,2017 LCS 北美夏季赛,45,1581,15,Kled,Shen,Maokai,Kled,Kled,Renekton,Chogath,Jayce,Maokai,Maokai
Impact,C9,US,2017 LCS 北美夏季赛,35,1178,22,Galio,Gnar,Trundle,Gnar,Chogath,Galio,Gnar,Galio,Gragas,Kled
Morning,JT,TW,2017亚洲对抗赛,3,125,1,Jarvaniv,Jarvaniv,Renekton,,,,,,,
Add,MVP,KR,2017亚洲对抗赛,3,134,1,Poppy,Jax,Renekton,,,,,,,
Cuvee,GEN,KR,2017亚洲对抗赛,3,130,2,Renekton,Gnar,Rumble,,,,,,,
3Z,MCX,TW,2017亚洲对抗赛,3,109,1,Fiora,Jarvaniv,Rumble,,,,,,,
Ziv,AHQ,TW,2017亚洲对抗赛,3,135,2,Kled,Kled,Jax,,,,,,,
Mmd,FW,TW,2017亚洲对抗赛,4,137,2,Renekton,Renekton,Fiora,Rumble,,,,,,
Smeb,KT,KR,2017亚洲对抗赛,3,114,2,Jarvaniv,Jayce,Camille,,,,,,,
Huni,T1,KR,2017亚洲对抗赛,3,82,2,Jax,Camille,Jax,,,,,,,
Odoamne,H2K,EU,2017 LCS 欧洲夏季赛,37,1219,23,Chogath,Renekton,Chogath,Rumble,Chogath,Chogath,Chogath,Trundle,Maokai,Gnar
Soaz,FNC,EU,2017 LCS 欧洲夏季赛,38,1401,27,Trundle,Jarvaniv,Gnar,Gnar,Galio,Chogath,Camille,Chogath,Chogath,Gnar
Cabochard,VIT,EU,2017 LCS 欧洲夏季赛,29,960,12,Leesin,Bard,Jayce,Renekton,Gnar,Rumble,Rumble,Shen,Kennen,Jax
Alphari,MSF,EU,2017 LCS 欧洲夏季赛,42,1446,20,Renekton,Shen,Maokai,Jarvaniv,Gnar,Gnar,Gnar,Jarvaniv,Rumble,Gnar
Expect,G2,EU,2017 LCS 欧洲夏季赛,40,1406,26,Chogath,Maokai,Chogath,Gnar,Jarvaniv,Chogath,Jarvaniv,Renekton,Chogath,Chogath
Wunder,MDK,EU,2017 LCS 欧洲夏季赛,33,1173,17,Gnar,Jarvaniv,Jayce,Kled,Camille,Nocturne,Shaco,Chogath,Gnar,Chogath
Jisu,MM,EU,2017 LCS 欧洲夏季赛,8,256,0,Kled,Kled,Galio,Jarvaniv,Jarvaniv,Jayce,Shen,Galio,,
Profit,NIP,EU,2017 LCS 欧洲夏季赛,28,1004,7,Gnar,Gnar,Gnar,Rumble,Shen,Gnar,Jarvaniv,Maokai,Maokai,Jarvaniv
Vizicsacsi,UOL,RU,2017 LCS 欧洲夏季赛,38,1265,21,Gragas,Shen,Rumble,Shen,Chogath,Chogath,Gnar,Galio,Maokai,Chogath
Phaxi,ROC,EU,2017 LCS 欧洲夏季赛,30,1013,13,Jarvaniv,Ekko,Irelia,Irelia,Renekton,Jarvaniv,Jarvaniv,Jarvaniv,Gnar,Jarvaniv
Kikis,MM,EU,2017 LCS 欧洲夏季赛,19,661,5,Trundle,Gragas,Gnar,Shen,Jax,Shen,Renekton,Camille,Jarvaniv,Renekton
Ziv,AHQ,TW,2017 LMS 港澳台夏季赛,39,1286,24,Maokai,Maokai,Renekton,Gnar,Renekton,Trundle,Chogath,Gnar,Trundle,Gnar
Ninuo,FB,TW,2017 LMS 港澳台夏季赛,29,972,2,Gnar,Maokai,Galio,Jarvaniv,Renekton,Jarvaniv,Poppy,Shen,Galio,Rumble
Morning,JT,TW,2017 LMS 港澳台夏季赛,23,845,14,Rumble,Rumble,Kled,Rumble,Jarvaniv,Rumble,Jarvaniv,Jarvaniv,Renekton,Gnar
3Z,MCX,TW,2017 LMS 港澳台夏季赛,33,1202,15,Kled,Gnar,Kled,Chogath,Fiora,Gnar,Maokai,Rumble,Rumble,Camille
Nexus,WS,TW,2017 LMS 港澳台夏季赛,33,1226,14,Gnar,Chogath,Maokai,Poppy,Sion,Gnar,Shen,Poppy,Poppy,Shen
Pk,GRX,HK,2017 LMS 港澳台夏季赛,37,1322,21,Jarvaniv,Maokai,Maokai,Jax,Rumble,Jax,Maokai,Nautilus,Chogath,Jax
Riris,HKA,HK,2017 LMS 港澳台夏季赛,27,990,15,Rumble,Shen,Gnar,Gnar,Rumble,Gnar,Shen,Jarvaniv,Shen,Gnar
Mmd,FW,TW,2017 LMS 港澳台夏季赛,29,954,23,Gnar,Gnar,Maokai,Chogath,Jayce,Renekton,Chogath,Maokai,Fiora,Renekton
Letme,RNG,CN,2017 LPL 夏季赛,40,1472,27,Jarvaniv,Maokai,Kennen,Chogath,Chogath,Shen,Maokai,Chogath,Jarvaniv,Jarvaniv
Jinoo,LGD,CN,2017 LPL 夏季赛,29,1016,14,Renekton,Camille,Gnar,Trundle,Gnar,Renekton,Renekton,Rumble,Jarvaniv,Rumble
Audi,EDG,CN,2017 LPL 夏季赛,5,198,2,Gnar,Fiora,Camille,Kennen,Kennen,,,,,
957,WE,CN,2017 LPL 夏季赛,53,1797,31,Shen,Maokai,Renekton,Maokai,Maokai,Renekton,Shen,Maokai,Rumble,Renekton
Xiaoal,WBG,CN,2017 LPL 夏季赛,39,1471,17,Renekton,Jarvaniv,Chogath,Camille,Jax,Shen,Chogath,Chogath,Rumble,Rumble
Xiyang,OMG,CN,2017 LPL 夏季赛,41,1391,21,Shen,Trundle,Renekton,Gnar,Gnar,Rumble,Rumble,Trundle,Chogath,Maokai
Mouse,EDG,CN,2017 LPL 夏季赛,39,1274,28,Rumble,Jarvaniv,Chogath,Rumble,Shen,Maokai,Renekton,Maokai,Maokai,Maokai
Amazingj,IM,CN,2017 LPL 夏季赛,36,1280,13,Chogath,Chogath,Trundle,Maokai,Jax,Jarvaniv,Jarvaniv,Maokai,Chogath,Jax
Flandre,LNG,CN,2017 LPL 夏季赛,40,1450,15,Shen,Maokai,Shen,Maokai,Maokai,Chogath,Chogath,Jarvaniv,Maokai,Jarvaniv
V,NB,CN,2017 LPL 夏季赛,16,555,5,Trundle,Renekton,Renekton,Jarvaniv,Jarvaniv,Jax,Renekton,Fiora,Jarvaniv,Fiora
Koro1,RNG,CN,2017 LPL 夏季赛,8,302,5,Galio,Galio,Renekton,Jarvaniv,Jarvaniv,Renekton,Renekton,Rumble,,
Theshy,IG,CN,2017 LPL 夏季赛,24,797,16,Kennen,Chogath,Chogath,Gnar,Jarvaniv,Renekton,Chogath,Chogath,Renekton,Rumble
Duke,IG,CN,2017 LPL 夏季赛,29,1016,14,Jarvaniv,Shen,Shen,Chogath,Chogath,Chogath,Chogath,Maokai,Shen,Chogath
Lies,DAN,CN,2017 LPL 夏季赛,32,1135,14,Jarvaniv,Gnar,Chogath,Maokai,Chogath,Shen,Rumble,Kled,Chogath,Gnar
Skye,NB,CN,2017 LPL 夏季赛,26,931,14,Trundle,Chogath,Gnar,Gnar,Trundle,Maokai,Maokai,Trundle,Chogath,Gnar
Kabe,JDG,CN,2017 LPL 夏季赛,37,1246,16,Jarvaniv,Poppy,Shen,Trundle,Chogath,Maokai,Chogath,Maokai,Maokai,Chogath
Moyu,DAN,CN,2017 LPL 夏季赛,6,225,1,Jax,Shen,Camille,Kennen,Jax,Gragas,,,,
Banana,LGD,CN,2017 LPL 夏季赛,10,391,2,Trundle,Chogath,Chogath,Chogath,Chogath,Renekton,Maokai,Jarvaniv,Jax,Renekton
Minn,EDGY,CN,2017 LSPL 夏季赛,47,1642,15,Gnar,Gnar,Gnar,Poppy,Poppy,Chogath,Chogath,Chogath,Rumble,Renekton
Loong,RA,CN,2017 LSPL 夏季赛,60,2195,42,Shen,Shen,Maokai,Gnar,Jarvaniv,Jarvaniv,Rumble,Maokai,Shen,Trundle
Ak,RYL,CN,2017 LSPL 夏季赛,12,411,5,Shen,Jax,Kled,Camille,Jarvaniv,Renekton,Kled,Kennen,Jarvaniv,Kled
Casual,OMD,CN,2017 LSPL 夏季赛,13,470,5,Renekton,Kled,Shen,Kled,Jarvaniv,Renekton,Kennen,Jarvaniv,Fizz,Shen
Sundae,TH,CN,2017 LSPL 夏季赛,48,1783,19,Jarvaniv,Maokai,Gnar,Jarvaniv,Gnar,Galio,Gragas,Maokai,Renekton,Renekton
Hashiqi,JDM,CN,2017 LSPL 夏季赛,12,405,2,Renekton,Renekton,Olaf,Jarvaniv,Renekton,Jarvaniv,Renekton,Fiora,Jarvaniv,Sejuani
Luguo,YG,CN,2017 LSPL 夏季赛,2,68,1,Jarvaniv,Jarvaniv,,,,,,,,
Candybaby,YG,CN,2017 LSPL 夏季赛,1,36,0,Jayce,,,,,,,,,
Jiawen,LD,CN,2017 LSPL 夏季赛,60,2068,38,Jarvaniv,Maokai,Chogath,Chogath,Chogath,Chogath,Chogath,Chogath,Chogath,Maokai
Zoom,Tyloo,CN,2017 LSPL 夏季赛,53,1837,24,Camille,Jarvaniv,Rumble,Camille,Jarvaniv,Camille,Chogath,Chogath,Renekton,Shen
Gimgoon,GT,CN,2017 LSPL 夏季赛,54,1894,37,Jax,Chogath,Jarvaniv,Rumble,Rumble,Jarvaniv,Gnar,Maokai,Maokai,Chogath
Ink,MSC,CN,2017 LSPL 夏季赛,50,1742,17,Jarvaniv,Camille,Camille,Gnar,Gnar,Rumble,Jarvaniv,Rumble,Jarvaniv,Jarvaniv
Js,OMD,CN,2017 LSPL 夏季赛,38,1193,15,Renekton,Renekton,Jarvaniv,Jax,Renekton,Jax,Jax,Jax,Shen,Camille
Clowz,YM,CN,2017 LSPL 夏季赛,56,1946,38,Jarvaniv,Maokai,Shen,Jarvaniv,Gnar,Maokai,Trundle,Renekton,Chogath,Jarvaniv
Goliath,YG,CN,2017 LSPL 夏季赛,43,1551,29,Maokai,Camille,Lucian,Lucian,Jayce,Jayce,Maokai,Camille,Shen,Jayce
Jeremy,RYL,CN,2017 LSPL 夏季赛,14,503,6,Renekton,Shen,Shen,Galio,Renekton,Jarvaniv,Chogath,Chogath,Galio,Chogath
Ori,JDM,CN,2017 LSPL 夏季赛,34,1102,5,Zac,Sejuani,Sejuani,Reksai,Gragas,Nunu,Gragas,Sejuani,Elise,Reksai
Misaki,JDM,CN,2017 LSPL 夏季赛,6,190,0,Rumble,Camille,Jayce,Camille,Fiora,Rumble,,,,
Tianci,RYL,CN,2017 LSPL 夏季赛,25,885,12,Jarvaniv,Jax,Jax,Kled,Camille,Renekton,Camille,Renekton,Renekton,Renekton
Rest,JT,TW,2017 LMS 港澳台夏季赛,13,463,7,Chogath,Chogath,Chogath,Maokai,Gnar,Jarvaniv,Chogath,Shen,Jax,Maokai
Brandini,FOX,US,2017 LCS 北美夏季赛,14,433,4,Shen,Shen,Rumble,Gragas,Poppy,Poppy,Shen,Camille,Shen,Rumble
Hauntzer,TSM,US,2017欧美对抗赛,9,312,8,Gragas,Gragas,Gnar,Gnar,Jarvaniv,Kled,Kled,Gnar,Jarvaniv,
Soaz,FNC,EU,2017欧美对抗赛,6,200,2,Shen,Kled,Gragas,Galio,Jarvaniv,Galio,,,,
Expect,G2,EU,2017欧美对抗赛,6,252,1,Gnar,Renekton,Rumble,Camille,Renekton,Gragas,,,,
Vizicsacsi,UOL,RU,2017欧美对抗赛,9,289,3,Gnar,Gnar,Gragas,Gnar,Gnar,Gnar,Galio,Irelia,Gnar,
Ray,C9,US,2017欧美对抗赛,4,133,2,Kled,Kled,Renekton,Riven,,,,,,
Zig,P1,US,2017欧美对抗赛,6,217,4,Renekton,Renekton,Renekton,Kled,Kled,Renekton,,,,
Chanu,JDM,CN,2017 LSPL 夏季赛,13,432,2,Jarvaniv,Jarvaniv,Shen,Nunu,Reksai,Reksai,Elise,Gragas,Nunu,Leesin
Holo,JDM,CN,2017 LSPL 夏季赛,18,568,5,Shen,Chogath,Trundle,Jax,Jax,Chogath,Renekton,Jarvaniv,Maokai,Renekton
Herok,TH,CN,2017 LSPL 夏季赛,4,139,1,Chogath,Gnar,Gnar,Rumble,,,,,,
Up,JDM,CN,2017 LSPL 夏季赛,5,184,2,Renekton,Chogath,Camille,Renekton,Camille,,,,,
Spunk,GT,CN,2017 LSPL 夏季赛,2,66,2,Olaf,Jax,,,,,,,,
957,WE,CN,2017亚洲对抗赛,5,177,3,Jarvaniv,Renekton,Kled,Jarvaniv,Rumble,,,,,
Letme,RNG,CN,2017亚洲对抗赛,4,159,3,Camille,Jarvaniv,Camille,Jarvaniv,,,,,,
Lz,WBG,CN,2017 LPL 夏季赛,2,68,1,Rumble,Poppy,,,,,,,,
Marin,KDF,KR,2017LCK S7资格赛,10,328,5,Trundle,Renekton,Shen,Maokai,Renekton,Jarvaniv,Gnar,Gnar,Maokai,Maokai
Cuvee,GEN,KR,2017LCK S7资格赛,8,328,6,Maokai,Chogath,Chogath,Gnar,Chogath,Maokai,Gnar,Gnar,,
Smeb,KT,KR,2017LCK S7资格赛,3,154,0,Jarvaniv,Kennen,Shen,,,,,,,
Kikis,MM,EU,2018 EU LCS 春季升降级赛,8,276,2,Jayce,Galio,Gragas,Camille,Jarvaniv,Camille,Gnar,Irelia,,
Profit,NIP,EU,2018 EU LCS 春季升降级赛,7,222,4,Renekton,Renekton,Gnar,Shen,Camille,Gnar,Jarvaniv,,,
Smittyj,S04,EU,2018 EU LCS 春季升降级赛,10,323,5,Jayce,Gnar,Jax,Jax,Jayce,Shen,Jax,Jax,Jayce,Jayce
Rest,JT,TW,2017 LMS S7资格赛,4,148,0,Maokai,Drmundo,Drmundo,Trundle,,,,,,
Pk,GRX,HK,2017 LMS S7资格赛,8,305,3,Jax,Maokai,Gnar,Shen,Chogath,Shen,Maokai,Camille,,
Riris,HKA,HK,2017 LMS S7资格赛,7,265,7,Gnar,Renekton,Shen,Rumble,Rumble,Rumble,Shen,,,
Xiyang,OMG,CN,2017 LPL S7资格赛,3,102,0,Gnar,Shen,Chogath,,,,,,,
957,WE,CN,2017 LPL S7资格赛,5,160,3,Maokai,Shen,Jarvaniv,Chogath,Chogath,,,,,
Odoamne,H2K,EU,2017 LCS EU S7资格赛,11,373,6,Gnar,Maokai,Chogath,Gnar,Rumble,Rumble,Jarvaniv,Renekton,Gnar,Renekton
Vizicsacsi,UOL,RU,2017 LCS EU S7资格赛,5,165,2,Shen,Gnar,Maokai,Trundle,Maokai,,,,,
Soaz,FNC,EU,2017 LCS EU S7资格赛,3,98,3,Shen,Chogath,Maokai,,,,,,,
Ssumday,DIG,US,2017 LCS NA S7资格赛,3,94,0,Jayce,Renekton,Gnar,,,,,,,
Darshan,CLG,US,2017 LCS NA S7资格赛,8,288,4,Shen,Maokai,Jax,Gnar,Chogath,Jax,Chogath,Drmundo,,
Impact,C9,US,2017 LCS NA S7资格赛,4,161,3,Galio,Shen,Shen,Maokai,,,,,,
Tianci,RYL,CN,NEST2017全国电子竞技大赛,2,58,0,Chogath,Shen,,,,,,,,
Sundae,TH,CN,NEST2017全国电子竞技大赛,5,154,2,Gnar,Shen,Shen,Gnar,Shen,,,,,
Duke,IG,CN,NEST2017全国电子竞技大赛,8,214,8,Shen,Ornn,Ornn,Kennen,Ornn,Rumble,Shen,Trundle,,
Xiyang,OMG,CN,NEST2017全国电子竞技大赛,3,80,2,Renekton,Maokai,Maokai,,,,,,,
Jinoo,LGD,CN,NEST2017全国电子竞技大赛,6,214,2,Fiora,Kennen,Gnar,Kennen,Jarvaniv,Chogath,,,,
Banana,LGD,CN,NEST2017全国电子竞技大赛,7,214,5,Jax,Jayce,Chogath,Gnar,Gnar,Gnar,Jarvaniv,,,
Jiawen,LD,CN,NEST2017全国电子竞技大赛,2,58,0,Maokai,Maokai,,,,,,,,
Ink,MSC,CN,NEST2017全国电子竞技大赛,5,154,3,Gnar,Shen,Shen,Shen,Galio,,,,,
Up,JDM,CN,NEST2017全国电子竞技大赛,5,152,2,Camille,Renekton,Jarvaniv,Chogath,Jarvaniv,,,,,
Moyu,DAN,CN,NEST2017全国电子竞技大赛,5,169,3,Jarvaniv,Renekton,Renekton,Jarvaniv,Chogath,,,,,
Laozhou,WE,CN,NEST2017全国电子竞技大赛,3,92,1,Galio,Maokai,Chogath,,,,,,,
Minn,EDGY,CN,NEST2017全国电子竞技大赛,2,76,0,Gnar,Chogath,,,,,,,,
Audi,EDG,CN,NEST2017全国电子竞技大赛,5,148,2,Camille,Jarvaniv,Chogath,Chogath,Gnar,,,,,
V,NB,CN,NEST2017全国电子竞技大赛,2,80,0,Shen,Gnar,,,,,,,,
Crazy,BBQ,KR,2018 LCK 春季升降级赛,9,374,5,Jax,Jax,Renekton,Yasuo,Jax,Gnar,Rumble,Shen,Camille,
Kiin,EEW,KR,2018 LCK 春季升降级赛,5,165,2,Gnar,Camille,Nasus,Camille,Camille,,,,,
Soul,CJE,KR,2018 LCK 春季升降级赛,7,258,2,Maokai,Maokai,Maokai,Renekton,Maokai,Rumble,Renekton,,,
957,WE,CN,2017 全球总决赛 入围赛,7,224,7,Maokai,Maokai,Rumble,Rumble,Maokai,Chogath,Shen,,,
Pvpstejos,GMB,RU,2017 全球总决赛 入围赛,4,122,0,Jax,Chogath,Camille,Chogath,,,,,,
Jirall,R7,MX,2017 全球总决赛 入围赛,7,270,2,Chogath,Maokai,Camille,Galio,Camille,Maokai,Jax,,,
Impact,C9,US,2017 全球总决赛 入围赛,7,220,7,Shen,Chogath,Gnar,Chogath,Chogath,Galio,Jarvaniv,,,
Chippys,DW,AU,2017 全球总决赛 入围赛,5,146,1,Jarvaniv,Fiora,Rumble,Chogath,Rumble,,,,,
Vvvert,ONE,BR,2017 全球总决赛 入围赛,9,280,3,Maokai,Sejuani,Maokai,Shen,Shen,Galio,Camille,Gnar,Fiora,
Ren,YG(VN),VN,2017 全球总决赛 入围赛,2,91,0,Renekton,Gragas,,,,,,,,
Soaz,FNC,EU,2017 全球总决赛 入围赛,7,235,6,Galio,Shen,Maokai,Chogath,Maokai,Galio,Shen,,,
Mantarraya,KLG,PR,2017 全球总决赛 入围赛,4,121,1,Galio,Shen,Chogath,Shen,,,,,,
Evi,PGM,JP,2017 全球总决赛 入围赛,4,114,0,Rumble,Shen,Maokai,Gnar,,,,,,
Riris,HKA,HK,2017 全球总决赛 入围赛,8,294,3,Chogath,Rumble,Shen,Galio,Galio,Galio,Maokai,Galio,,
Thaldrin,FB,TR,2017 全球总决赛 入围赛,9,342,7,Jarvaniv,Gnar,Chogath,Maokai,Jarvaniv,Maokai,Maokai,Galio,Maokai,
Huni,T1,KR,2017 全球总决赛,19,672,11,Trundle,Yasuo,Gnar,Gnar,Gnar,Camille,Camille,Gangplank,Jayce,Trundle
Mouse,EDG,CN,2017 全球总决赛,6,235,2,Maokai,Maokai,Maokai,Chogath,Rumble,Shen,,,,
Ziv,AHQ,TW,2017 全球总决赛,6,211,2,Shen,Jayce,Maokai,Maokai,Maokai,Chogath,,,,
Impact,C9,US,2017 全球总决赛,11,372,5,Shen,Trundle,Singed,Singed,Shen,Gnar,Maokai,Chogath,Shen,Nautilus
Letme,RNG,CN,2017 全球总决赛,15,547,10,Shen,Rumble,Maokai,Gnar,Shen,Shen,Chogath,Maokai,Chogath,Rumble
Expect,G2,EU,2017 全球总决赛,6,228,3,Chogath,Maokai,Chogath,Gnar,Trundle,Shen,,,,
Cuvee,GEN,KR,2017 全球总决赛,16,560,13,Chogath,Gnar,Kennen,Gnar,Shen,Gnar,Kennen,Shen,Shen,Kennen
Thaldrin,FB,TR,2017 全球总决赛,6,231,0,Maokai,Maokai,Galio,Chogath,Chogath,Maokai,,,,
Khan,DRX,KR,2017 全球总决赛,8,263,5,Trundle,Chogath,Jax,Jayce,Jarvaniv,Nasus,Jarvaniv,Jarvaniv,,
Soaz,FNC,EU,2017 全球总决赛,12,450,5,Gnar,Gnar,Chogath,Trundle,Nautilus,Chogath,Renekton,Chogath,Gnar,Maokai
Flame,IMT,US,2017 全球总决赛,7,269,2,Shen,Chogath,Maokai,Trundle,Shen,Jayce,Maokai,,,
Archie,GAM,VN,2017 全球总决赛,7,242,2,Galio,Urgot,Maokai,Urgot,Chogath,Mordekaiser,Galio,,,
Mmd,FW,TW,2017 全球总决赛,6,226,1,Shen,Shen,Renekton,Shen,Chogath,Chogath,,,,
957,WE,CN,2017 全球总决赛,15,491,9,Kennen,Chogath,Rumble,Shen,Gnar,Chogath,Chogath,Maokai,Chogath,Rumble
Hauntzer,TSM,US,2017 全球总决赛,7,253,3,Chogath,Gnar,Jayce,Chogath,Renekton,Chogath,Gnar,,,
Alphari,MSF,EU,2017 全球总决赛,12,442,6,Shen,Chogath,Jarvaniv,Gnar,Rumble,Chogath,Maokai,Yasuo,Chogath,Shen
Flandre,LNG,CN,NEST2017全国电子竞技大赛,11,366,5,Gnar,Karma,Gnar,Gnar,Ornn,Camille,Maokai,Jax,Maokai,Jarvaniv
Kabe,JDG,CN,NEST2017全国电子竞技大赛,13,409,8,Shen,Trundle,Chogath,Kennen,Chogath,Shen,Shen,Chogath,Jarvaniv,Maokai
Hauntzer,LCS,US,2017全明星赛,3,96,1,Jayce,Shen,Gnar,,,,,,,
Cuvee,LCK,KR,2017全明星赛,6,211,3,Shen,Maokai,Gnar,Trundle,Jayce,Gnar,,,,
Thaldrin,土耳其,TR,2017全明星赛,3,93,0,Gnar,Maokai,Sion,,,,,,,
957,LPL,CN,2017全明星赛,10,421,7,Shen,Gnar,Gnar,Annie,Jayce,Gnar,Chogath,Annie,Ornn,Shen
Ziv,LMS,TW,2017全明星赛,10,408,7,Maokai,Kennen,Annie,Gnar,Shen,Sion,Gnar,Gnar,Maokai,Jayce
Soaz,LEC,EU,2017全明星赛,3,88,1,Nasus,Camille,Maokai,,,,,,,
Vvvert,巴西,BR,2017全明星赛,3,91,0,Shen,Trundle,Gnar,,,,,,,
Hauntzer,TSM,US,2018 LCS 北美春季赛,22,843,12,Camille,Gnar,Ornn,Sion,Sion,Chogath,Sion,Gangplank,Camille,Camille
Ssumday,100,US,2018 LCS 北美春季赛,26,970,17,Gnar,Ornn,Ornn,Chogath,Chogath,Chogath,Chogath,Chogath,Chogath,Chogath
Solo,CG,US,2018 LCS 北美春季赛,27,982,14,Gnar,Gnar,Gnar,Gnar,Gnar,Ornn,Sion,Gnar,Gnar,Chogath
Huni,FOX,US,2018 LCS 北美春季赛,21,775,12,Shen,Camille,Chogath,Sion,Gnar,Swain,Trundle,Gnar,Chogath,Trundle
Darshan,CLG,US,2018 LCS 北美春季赛,18,688,7,Gnar,Lucian,Chogath,Maokai,Maokai,Chogath,Fiora,Gnar,Gnar,Gnar
Zig,OPT,US,2018 LCS 北美春季赛,12,504,3,Chogath,Ornn,Sion,Gnar,Camille,Gnar,Maokai,Urgot,Maokai,Gnar
Flame,FLY,US,2018 LCS 北美春季赛,18,713,6,Gnar,Ornn,Gangplank,Chogath,Sion,Chogath,Camille,Camille,Gnar,Gnar
Lourlo,GG,US,2018 LCS 北美春季赛,17,612,3,Ornn,Sion,Gnar,Gnar,Maokai,Chogath,Ornn,Gnar,Camille,Illaoi
Licorice,C9,US,2018 LCS 北美春季赛,20,746,11,Gnar,Fiora,Gnar,Gangplank,Gnar,Shen,Gangplank,Chogath,Maokai,Kled
Impact,TL,US,2018 LCS 北美春季赛,27,872,20,Maokai,Sion,Singed,Sion,Ornn,Ornn,Shen,Swain,Singed,Swain
Dhokla,OPT,US,2018 LCS 北美春季赛,6,201,2,Camille,Gangplank,Maokai,Chogath,Camille,Camille,,,,
Alielie,JDM,CN,德玛西亚杯青岛站,2,68,0,Camille,Ornn,,,,,,,,
Up,JDM,CN,德玛西亚杯青岛站,3,106,2,Camille,Fiora,Gnar,,,,,,,
Sprout,PRW,CN,德玛西亚杯青岛站,3,88,1,Shen,Maokai,Rumble,,,,,,,
